;titulo;description;data
99;Maior grupo de educação do país, Kroton vira Cogna e se divide ...;"... sua startup
		
			“Queremos ser a empresa de educação mais digital do mundo”, diz CEO da Kroton
	

	Na última década, a Kroton cresceu... um novo conselho consultivo.

	Rodrigo Galindo, CEO, ao anunciar a transformação da Kroton na holding Cogna (Foto: Marcelo Moura...";25/09/2020 09h03
100;Coronavírus: como o Grupo Dreamers, sócio do Rock in Rio, reinv...;"...)

	 

	 

	A pandemia causada pelo novo coronavírus exigiu a transformação de muitas empresas, principalmente as que fazem parte do setor...:

	

	 

	Quer conferir os conteúdos exclusivos edição de setembro/2020 de Época NEGÓCIOS? Tenha acesso à versão digital.

	Quer receber...";14/09/2020 13h57
101;Coronavírus: como liderar em tempos incertos, segundo Sérgio Ri...;..., presidente do Santander Brasil. Mas a pandemia do novo coronavírus evidenciou a necessidade da transformação digital no setor...;03/09/2020 20h48
102;Coronavírus: 7 tendências para o mundo pós-pandemia;"...
	Se antes o home office e as aulas virtuais eram questionados por alguns, isso ficará para trás. ""A transformação digital foi imposta... Digital
	O uso de veículos online será ainda mais acelerado daqui para frente. ""As pessoas querem saber o que está acontecendo...";17/09/2020 18h33
103;Coronavírus: Tembici espera alta no uso de bicicletas no pós-pa...;"...
	Tomás Martins, CEO da Tembici (Foto: Divulgação)

	 

	Não foi apenas a transformação digital que se acelerou por causa...";01/09/2020 19h59
104;Clubes brasileiros apostam no digital para minimizar impactos p...;".... Os clubes precisam se transformar digitalmente"", pontuou Amir Somoggi. A transformação digital é a principal iniciativa apontada...
	Clubes brasileiros apostam no digital para minimizar impactos pela falta de jogos (Foto: Pexels)

	 

	Uma crise provocada...";09/07/2020 10h21
105;Como a Tera inova em experiências de aprendizagem;..., como UX design, gerenciamento de produto, data science, machine learning e marketing digital. A maioria não existia dez anos atrás... importante camada de comunicação digital. Havia, porém, o plano de, uma vez acertada a operação física, dar início a uma segunda fase...;24/09/2020 19h48
106;Gestão do fluxo de caixa atingirá novo patamar de eficiência co...;"... com que a gestão do fluxo de caixa pelas empresas atinja novo patamar de eficiência.

	saiba mais
	
			Como funciona o PIX, a transformação... digital do dinheiro
	

	Em rápida fala na abertura do evento virtual Conexão Pix, promovido pelo BC, ele ponderou que é muito...";09/09/2020 10h51
107;Plataforma oferece soluções digitais para empreendedores;"... o processo de transformação digital. Por isso, listamos cerca de seis categorias"", afirma Reck. São elas: produtividade (gestão...
	Plataforma oferece soluções digitais para empreendedores (Foto: Carlina Teteris via Getty Images)

	 

	 

	O Sebrae/PR lançou...";15/05/2020 14h26
108;Os ataques cibernéticos explodem durante pandemia e expõem vuln...;"... com o vazamento de dados de 70 milhões de clientes.

	Quem investe em IoT ou transformação digital sem pensar na segurança... usar” (Reprodução: Rand Corp.)

	 

	A pandemia só aumentou o risco à segurança digital de empresas e pessoas. “Imagine que você...";23/09/2020 06h02
109;"Às vésperas do Pix, bancos travam ""guerra das chaves"" para ganh...";"... e empresas passarão a cadastrar ""chaves"" nos bancos para receber depósitos.

	saiba mais
	
			Como funciona o PIX, a transformação... digital do dinheiro
		
			Saques no comércio com Pix começará no 2º trimestre de 2021
	

	Mas as instituições se anteciparam e estão...";17/09/2020 08h14
110;Digitalização do setor de educação pode ampliar o acesso ao ens...;"... das revistas Época Negócios e Pequenas Empresas, Grandes Negócios. A transmissão acontece no site do Fronteiras Digitais e nas plataformas... sociais da Época Negócios (Facebook, YouTube e LinkedIn).

	O Fronteiras Digitais vem reunindo executivos e especialistas...";11/09/2020 18h20
111;Burger King e McDonald’s vão eliminar ingredientes artificiais ...;"... King e a preocupação em promover uma transformação pertinente para toda sociedade"", diz Ariel Grunkraut, vice-presidente... Brasil, em nota.  

	

	Quer conferir os conteúdos exclusivos edição de Setembro/2020 de Época NEGÓCIOS? Tenha acesso à versão digital...";18/09/2020 12h35
112;Serviço financeiro une teles e fintechs;"... financeiros digitais. O tamanho do programa de distribuição de renda também evidenciou que o sistema bancário tradicional deixa muita... acelerado quanto na quarentena"", afirma o diretor de estratégia e transformação da Oi, Rogério Takayanagi.
	Em sua avaliação...";08/09/2020 12h51
113;Coronavírus: os desafios da Dasa para suprir a demanda de teste...;... também destacou a importância da transformação digital durante a crise e os planos de expansão da companhia, que atualmente realiza...;01/09/2020 19h59
114;“Os CEOs têm medo da transformação”, diz consultoria global;... uma cultura em um nível profundo, criando segurança psicológica, consegue fazer uma transformação digital de sucesso.... Hoje, com a transformação digital, os CEOs precisam aprender o tempo todo, e isso ocupa muito tempo. Muitos deles vestem a camisa...;08/03/2020 06h01
115;BB aprova R$ 2,3 bi para tecnologia e confirma investimento em ...;"... na transformação digital se mostram fundamentais.

	saiba mais
	
			BTG Pactual compra 49% da startup de aluguel de imóveis CredPago
	

	O aporte..., em relatório, que a era digital aumentou a exigência do consumidor e, portanto, os investimentos em tecnologia e o foco...";02/09/2020 19h31
116;Mundo esportivo celebra equiparação de pagamentos anunciada pel...;"... Luizelli e Aline Pellegrino. De acordo com a instituição, este seria mais um passo na transformação do futebol feminino.

	A técnica Pia... digital.

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique neste link, cadastre o número na lista de contatos...";16/09/2020 11h21
117;Como escolher o líder para a transformação pós digital da empre...;"...
	Reunião (Foto: Rawpixel.com/Pexels)

	 

	A Transformação Pós Digital (tema de outra coluna que já escrevi por aqui) está no... na estratégia e na transformação digital.

	A maioria dos CDOs que vejo no Brasil, embora tentem atuar de forma eficaz nas duas frentes...";05/09/2019 07h05
118;Centro Biotecnológico da Amazônia será transformado em fundação;... Orçamento Geral da União – sempre passíveis de contingenciamento. Em março de 2016, o governo chegou a anunciar a transformação da unidade... relacionadas à região), a transformação do CBA em uma fundação pública de direito privado permitirá maior aporte de recursos...;11/09/2020 16h31
119;Coronavírus: como a pandemia afetou o pagamento de tributos pel...;"...
	Marienne Coutinho, sócia-líder da KPMG (Foto: Divulgação)

	A pandemia do novo coronavírus acelerou a transformação digital... na integração digital dos processos tributários tiveram vantagens, avalia Marienne, enquanto companhias mais analógicas encararam mais...";10/08/2020 20h45
120;Petrobras aprova regras para teletrabalho permanente do setor a...;... antecipada reflete o momento de transformação cultural e digital que a Petrobras está vivendo e o compromisso em ouvir as demandas...;31/08/2020 16h21
121;Coronavírus: como a metodologia ágil pode ajudar empresas a enf...;"... um termo comum entre empresas que buscam a inovação e a transformação digital.

	+ NegNews: confira todos os episódios do podcast
	No...";14/08/2020 20h50
122;"""Ou a gente inova ou a gente morre"", dizem executivos";"..., o país ficou para trás. ""O Brasil perdeu a 3ª Revolução Industrial,"" afirma Lucchesi. ""É preciso pensar em uma agenda de transformação.... Ou, se preferir, receba pelo Telegram. É só clicar neste link.

	Quer conferir os conteúdos exclusivos edição de Setembro/2020 d...";09/09/2020 20h16
123;América Latina precisa investir em tecnologia para sair da cris...;"... ele, a saída para a crise econômica resultante da covid-19 é investir em tecnologia e na transformação digital. “Já perdemos o trem... à versão digital.

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique neste link, cadastre o número na lista de contatos...";09/09/2020 19h30
124;Seis efeitos da catástrofe provocada pela covid-19 na educação ...;"...
	
			Coronavírus: a transformação digital de uma empresa de educação para dentro e para fora
	

	A pandemia do coronavírus causou o fechamento... recaiu sobre eles e geralmente se soma às responsabilidades de trabalho.

	
		4. Desigualdade no acesso às aulas digitais...";16/09/2020 08h27
125;As melhores estratégias para conquistar clientes com a entrada ...;"..., a transformação digital do dinheiro
	

	Nesse contexto, ganha força outro conceito que permite ao consumidor ter mais conveniência... com outros 12 países.

	Essa predisposição, aliada à regulação e à transformação digital impulsionada pela covid-19, criou o ambiente...";08/09/2020 14h03
126;Coronavírus: como ser inovador no trabalho em tempos de pandemi...;"... e contribuírem para o processo de criação e transformação das empresas.

	saiba mais
	
			Coronavírus: como as mudanças no ambiente... de Época NEGÓCIOS? Tenha acesso à versão digital.

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique neste link...";28/08/2020 20h07
127;Plataforma digital beneficia idosos que utilizam serviços públi...;"... a transformação digital dos serviços públicos e a oferta em canais digitais simples e unificados. O cidadão, em especial o de mais idade...
	Plataforma digital beneficia idosos que utilizam serviços públicos (Foto: Reprodução/TV Brasil)

	 

	Filas grandes...";14/03/2020 09h10
128;Localiza rescinde parceria com Hertz;"... a transformação digital da Vivo e da Localiza
	

	""Todas as reservas serão preservadas, assim como o atendimento aos clientes...";20/08/2020 10h30
129;Conheça o Conselheira 101, programa de incentivo à presença de ...;"... no gerenciamento de receita nos locais onde atuam. Segundo Lisiane Lemos, advogada, especialista em transformação digital e co....

	Lisiane Lemos, advogada, especialista em transformação digital e co-líder do Conselheira 101 (Foto: Divulgação/Eliaria Andrade...";01/09/2020 20h05
130;Tecnologia e saúde: telemedicina avança com a necessidade de is...;... de empresas relevantes em seus setores. Depois de debater a transformação digital, e agora a telemedicina, o evento vai abordar... entre os próprios profissionais da área. De outro lado, a maior exposição digital faz com que as instituições precisem ficar cada vez mais...;02/09/2020 17h34
131;Coronavírus: estudo aponta as tendências tecnológicas para o fu...;"... em transformação digital, aponta que o ""novo normal"" do cenário pós-covid exigirá das empresas a adaptação ao trabalho remoto... especializada em transformação digital encontrou na pandemia uma oportunidade para crescer
		
			Coronavírus: como a pandemia acelerou...";02/07/2020 18h13
132;A era da transformação pós-digital e o seu impacto no mundo dos...;"... tangíveis de Transformação Digital.

	Todavia, ainda bem que existem executivos nos quais já evoluíram seus mindsets para as novas... falada Transformação Digital?

	É a integração da tecnologia digital em todas as áreas de um negócio, mudando fundamentalmente...";20/08/2019 06h31
133;De estagiário a CEO: o brasileiro à frente da multinacional fra...;... para a falta de eficiência é investir na transformação digital. Não à toa, as últimas aquisições da Schneider no país foram empresas..., a empresa fundada em 1836, na cidade de Creusot, França, tem se movimentado em direção ao digital. A proposta é deixar de atender...;01/09/2020 19h59
134;Brasileira entra em lista de empresárias líderes em inteligênci...;"... e departamentos jurídicos de empresas.

	O anúncio foi feito durante a conferência online Think Digital. Segundo a IBM, são... analisadas profissionais que usam a inteligência artificial para a transformação e o crescimento de diversos setores ao redor do mundo...";25/08/2020 17h42
135;Gucci aposta em peças virtuais para avatares;"...
		
			Pandemia foi golpe duro na indústria da moda — mas há esperança de transformação
	

	Nos últimos anos, a Gucci criou versões digitais... que só estarão disponíveis no mundo digital. A marca, que foi avaliada em US$ 11,8 bilhões (R$ 63,1 bilhões), identificou um caminho...";08/09/2020 13h52
136;O desafio de inovar em uma grande empresa, segundo Sérgio Rial,...;"... do Santander Brasil. Por ser um setor sólido e rentável, a necessidade da transformação digital nesse ambiente não é tão tangível... por Sandra Boccia, diretora de redação da marca.

	Nos últimos anos, fazer a transformação digital tem sido um desafio, segundo Rial...";03/09/2020 16h51
137;Como a indústria do petróleo pôs em dúvida o aquecimento global...;"... questionamentos da BBC sobre o ICE, mas afirmou que seus membros estão ""liderando uma transformação de energia limpa e estão unidos... à versão digital.

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique neste link, cadastre o número na lista...";24/09/2020 19h11
138;Atualize-se ou morra!;"...”, me ilustra o professor e consultor de mídia, cultura e Transformação Digital, Paulo Silvestre.

	A tecnologia digital é apenas... uma ferramenta nesse processo, diz Silvestre: “Costumo descrever que Transformação Digital é muito mais ‘Transformação...";25/08/2020 15h22
139;Coronavírus: como a pandemia impulsionou os negócios na nuvem;"... foram forçadas a acelerar sua transformação digital. Como esse processo afetou as companhias que fornecem a infraestrutura necessária... a transformação digital das empresas
	

	A Hitachi Vantara trabalha com armazenamento, gerenciamento e análise de dados em nuvem, uma área...";02/07/2020 18h13
140;O que muda na sua vida com o open banking;"..., mas não é frequente.

	+ Como funciona o PIX, a transformação digital do dinheiro

	 (Foto: Klaus Vedfelt/Getty Images)

	 

	
		8... e dependerá de certificados digitais validados pelo BC. O processo será invisível para o usuário. O cliente que desejar compartilhar...";10/09/2020 08h11
141;Coronavírus: o que a DHL Express fez para atender ao aumento da...;"... a transformação digital de muitas empresas. Não à toa: as lojas físicas de serviços não essenciais fecharam suas portas durante a quarentena... de Agosto/2020 de Época NEGÓCIOS? Tenha acesso à versão digital.

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique...";11/08/2020 21h52
142;Como a geração Z conduz os negócios rumo à sustentabilidade;".... Giulia é uma autêntica Z.

	Os Zs são a primeira geração nativa digital. Nascidos entre o final dos anos 90 e 2010, esses jovens... como ferramenta de transformação social, com iniciativas como doações de bikes e cursos profissionalizantes de mecânica. “Em casa...";18/09/2020 12h18
143;Companhias se preparam para o retorno aos escritórios;..., atendimento e e-commerce com uma visão integrada (360º) do cliente. Neste contexto, a transformação digital não é uma alternativa...;04/09/2020 08h01
144;Brasil ocupa 4ª posição no primeiro índice iberoamericano sobre...;"... uma estratégia nacional ou integrar um eixo govtech na estratégia de transformação digital atual; a mobilização de recursos públicos... locais para soluções locais, aproveitando que a urgência de transformação digital foi reforçada com a crise [decorrente da pandemia”....";13/08/2020 14h41
145;Brasil está atrasado na corrida por Inteligência Artificial;"... transformação digital, que já atinge agricultura, indústria, finanças e atividades cotidianas.

	Reconhecendo essa importância... do setor entre 2018 e 2022, dos R$ 345 bilhões previstos em tecnologia de transformação digital, apenas R$ 2,5 bi seriam direcionados...";01/09/2020 08h29
146;Banco do Brasil fará concurso para atrair talentos em TI;... em curso de preparação para a transformação digital pela qual passa o setor financeiro, com a propagação de fintechs e o desembarque... de software e aplicativos (apps), dentre outras. Para recrutar a moçada que entende de transformação digital, o BB também inovou...;16/08/2020 09h14
147;Chefe ou líder? A diferença do lean digital está em inspirar;"...? O que você pode fazer em relação a isso hoje?

	*Por Solange Sobral, vice-presidente de Operações da CI&T, multinacional brasile...
	Chefe ou líder? A diferença do lean digital está em inspirar  (Foto: PeopleImages // Getty Images)

	 

	Inovação...";16/12/2019 08h01
148;Google investirá US$ 900 milhões na Itália em 5 anos;"... econômica da Itália"", disse Sundar Pichai, CEO do Google.

	O objetivo deste projeto do Google é ""acelerar a transformação digital... desta quinta-feira, o Google também concederá uma doação de 1 milhão de euros para a Unioncamere, com o objetivo de reforçar a ...";09/07/2020 11h31
149;Tecnologia para traduzir 'juridiquês';"... entraram no radar de laboratórios de inovação de outros Estados, como Santa Catarina e Ceará. ""A transformação digital... do Ministério Público do Estado, foi lançado este mês, e traz como um de seus eixos a transformação cultural, incluindo mudanças...";31/08/2020 13h07
150;Os segredos da 3M para promover a inovação digital;"... com a boca aberta na cadeira do dentista.

	+4 coisas que você deve saber antes de iniciar uma transformação digital

	Existe... digital, como sensores para carros autônomos ou filtros inteligentes, que digam ao usuário quando estão sujos. Em conversa...";01/12/2019 09h31
151;Como esta empresa de tecnologia ajudou o governo de SP a monito...;"... o executivo, essa alta é reflexo direto da aceleração na transformação digital em todos os setores. “A tecnologia não é mais uma questão... de receio”.

	Quer conferir os conteúdos exclusivos edição de agosto/2020 de Época NEGÓCIOS? Tenha acesso à versão digital....";26/08/2020 06h00
152;“A tecnologia pode ajudar a reduzir desigualdade entre países”,...;... prevê crescimento de 2,3% este ano e 2,5% nos próximos). O caminho para essa transformação digital, no entanto, não é fácil... estão de olho nisso, estão investindo para se preparar, 86% dos CEOs colocam a transformação digital como uma das prioridades...;25/08/2020 17h41
153;Por que o futuro do planeta também depende das empresas;"..., que substituiu por ferramentas digitais, fiscaliza o uso de lixo reciclável e promove a diversidade dentro e fora de casa. (Foto... dos processos produtivos.

	“Todos temos possibilidade de sermos líderes dessa transformação da sociedade. Temas como mudança climática...";17/09/2020 18h23
154;Na Bosch, inovação significa olhar para dentro e para fora;... o processo de transformação digital da multinacional alemã. O executivo se apresentou ao lado de três líderes globais da companhia no... sobre a importância dos processos internos na busca pela inovação. Segundo Rossin, viabilizar a transformação digital dentro...;13/08/2020 16h26
155;Na moda, o passado nos condena... mas o futuro nos redime;".... “Como consumidores de moda, a maioria de nós mudou drasticamente nossos hábitos à medida que as tecnologias digitais e sociais transformaram..., já está em 100 mil pessoas. Produtos de luxo, sem a ostentação da marca? Quem diria...

	Mais um sinal da transformação do setor...";10/09/2020 18h36
156;Coronavírus: como será a recuperação da economia brasileira, co...;"... da transformação digital, o que muda no cenário internacional e quais os impactos da crise sobre as startups. 

	+ Coronavírus...";16/07/2020 20h10
157;De varejistas às gigantes de tecnologia, conheça as empresas in...;"... mais
	
			Saiba o que significa o open banking para bancos, empresas e clientes
		
			Como funciona o PIX, a transformação digital... digitais em parceria com bancos ao redor com mundo, como BBVA USA e Bank Mobile. Outra investida da empresa é o Project Cache, projeto...";08/09/2020 14h07
158;Para executivos de tecnologia, Brasil precisa avançar na inclus...;"... país.

	+ 4 coisas que você deve saber antes de iniciar uma transformação digital

	De acordo com Lidia Abdalla, presidente... dos Laboratórios Sabin, políticos e empresários devem liderar a transformação digital no Brasil. ""É nosso dever garantir o crescimento...";21/11/2019 16h29
159;Acesso digital a serviços públicos gera economia de R$ 1,7 bi p...;"...
	 (Foto: Marcello Casal Jr/Agência Brasil)

	 

	O governo federal superou em 20% a meta da transformação digital de serviços... . A aceleração da transformação digital aproveita a cultura de utilização massiva do aparelho celular pela população brasileira. A meta...";11/12/2019 10h35
160;Pandemia mudará conceito de trabalho e moradia, dizem especiali...;... e privado em seis painéis de debate: Urbanismo, Transformação Digital, Inclusão, Mobilidade e Gestão e Governança. O evento é gratuito..., que discutirão o tema dentro do conceito de cidades inteligentes, no congresso Inovacity Digital, que será realizado nos dias 22...;19/07/2020 10h01
161;Por que o futuro da Terra também depende das empresas;"..., que substituiu por ferramentas digitais, fiscaliza o uso de lixo reciclável e promove a diversidade dentro e fora de casa. (Foto... dos processos produtivos.

	“Todos temos possibilidade de sermos líderes dessa transformação da sociedade. Temas como mudança climática...";18/09/2020 12h01
162;Profissionais dizem que empresas não estimulam requalificação n...;"...: Deposit Photos)

	 

	A transformação digital em curso nas empresas exige que os profissionais passem por treinamentos...
	Apenas 1/3 dos entrevistados disse ter oportunidade de desenvolver competências digitais fora das funções do trabalho (Foto...";08/10/2019 10h11
163;"""Revolução bancária"" deve elevar disputa por mercado entre fint...";"... desta instituição.

	De olho nessa transformação, as fintechs buscam aumentar seu campo de atuação. Especialista em regulação e organização... de investimentos, e a Antecipa, plataforma digital de antecipação de recebíveis (como valores a serem recebidos por lojistas por compras...";30/08/2020 16h24
164;Brasil participa pela 1ª vez de programa de mentoria da Dior;"... de transformação
	

	Milena revelou que a vontade de crescimento pessoal e profissional da aluna foi um dos critérios que pesaram na seleção.../2020 de Época NEGÓCIOS? Tenha acesso à versão digital.
	 

	Quer receber as notícias de Época NEGÓCIOS pelo WhatsApp? Clique...";02/09/2020 17h32
165;Petrobras contrata novo serviço de satélite para acelerar trans...;"... reduzir custos e aumentar a produtividade com auxílio da transformação digital"", disse a petroleira no comunicado.

	 ...";03/07/2020 20h00
166;Governo anuncia versão digital de diplomas com custo 80% menor;"... que estamos criando, é mais um serviço de transformação digital. E vamos corrigir um erro histórico: ficamos muito distantes dos alunos...
	Projeto-piloto do diploma digital foi realizado na Universidade Federal de Santa Catarina (UFSC) (Foto: Henrique Almeida/Agecom...";10/12/2019 18h41
167;Coronavírus: os impactos da pandemia no ecossistema de inovação...;... de pesquisa para inovação da Fapesp, as companhias que já passavam por um processo de transformação digital saem na frente agora... de ferramentas digitais para manter as operações. Segundo Marcelo Nakagawa, professor de inovação e empreendedorismo do Insper e coordenador...;02/07/2020 17h37
168;Saiba o que fazer para tornar sua loja mais digital;"... caminho para que o varejo brasileiro complete sua transformação digital. Especialistas acreditam que a automatização de processos...) durante o painel “Transformação digital e o impacto no varejo”, no último dia do LATAM Retail Show, em São Paulo (SP).

	saiba mais...";29/08/2019 17h41
169;Kimberly-Clark abre inscrições para programa de aceleração;"...
		
			Coronavírus: como essa startup especializada em transformação digital viu na pandemia uma oportunidade
	

	As empresas... Silvio Veloso, diretor de transformação digital da Kimberly-Clark
	“Além das soluções, um dos objetivos desse programa é trazer...";07/07/2020 11h56
170;Transformação cultural nas empresas é mais importante que a dig...;"... modernização.
	“Virou uma febre falar de transformação digital. Mas ela é apenas uma das transformações necessárias, e a mais...)

	 

	Quem não quer ser digital?
	Na época da disrupção, da indústria 4.0 e da revolução nas comunicações, transformar digitalmente...";28/11/2018 08h36
171;Editorial: o BC e o plot twist nos serviços bancários;..., por exemplo. Essas são duas jornadas que vão sofrer uma transfusão de transformação digital sob a governança estabelecida pelo BC...;31/08/2020 08h53
172;Itaú compra mineira Zup para acelerar desenvolvimento digital;"... permitirá uma aceleração no desenvolvimento dos projetos de transformação digital e a oferta de novas funcionalidades e de produtos...
	 

	Itaú compra mineira Zup para acelerar desenvolvimento digital (Foto: REUTERS/Sergio Moraes)

	 

	 

	O Itaú Unibanco...";01/11/2019 09h28
173;Kodak entra no mercado farmacêutico;"... antes de iniciar uma transformação digital
	

	O objetivo é ajudar a aumentar a produção doméstica de medicamentos que podem tratar uma variedade... da edição de Julho/2020 de Época NEGÓCIOS? Tenha acesso à versão digital.

	 ...";29/07/2020 17h45
174;Fleury realiza mais de 355 mil testes para covid-19 no 2º trime...;"..."" com a aceleração de sua transformação digital, consequência dos desafios trazidos pela pandemia do novo coronavírus. De acordo... mais digital, integrado e centrado no consumidor"", destaca a empresa.Atualmente quase 40% dos agendamentos são feitos por Whatsapp...";31/07/2020 08h11
175;Via Varejo traz McKinsey para virada digital;"... em sua transformação digital. ""A diferença de termos uma consultoria nesse momento é que trazer parceria estratégica"", disse Roberto...% envolvido para deixar a transformação (digital) ligada ao nosso negócio principal, c0m o cliente em primeiro lugar.""

	saiba mais...";16/08/2019 09h53
176;Conectividade privada é cada vez mais necessária na economia di...;"... e outros países?
		
			Empresas de Telecom pedem leilão de 5G 'barato' para viabilizar cobertura
	

	“Transformação digital... desta transformação. É o que afirma o Global Interconnection Index (GXI), estudo sobre o mercado de interconexão mundial...";15/10/2019 10h23
177;O cliente deve ser o foco da inovação digital, diz executivo gl...;"...)

	 

	Transformação digital implica muitas etapas. Seja a implementação de novas tecnologias, seja adaptações na cultura... ator: ao consumidor.

	“A transformação digital precisa ocorrer com foco no consumidor”, disse o executivo no 20° Congresso...";04/09/2019 09h34
178;Cenário de longo prazo no Brasil não é ruim, diz presidente da ...;... e apetite. E quem já estava com um pé na transformação digital voou. Exemplo: a TIM colocou 8 mil funcionários em home office... caixa e vai abrir mais lojas. As empresas que já estavam com um pé na transformação digital conseguiram se virar muito bem...;02/07/2020 14h52
179;INSS muda nomenclatura de serviços em canais digitais para faci...;"...
	INSS muda nomenclatura de serviços em canais digitais para facilitar entendimento (Foto: Marcelo Camargo/Agência Brasil... em suas plataformas digitais, como o Meu INSS e a central telefônica 135. O problema é que, além da falta de familiaridade com o ambiente...";09/10/2019 14h33
180;O futuro da gestão dos negócios é quântico;"... que são reverberados continuamente no mundo dos negócios: o primeiro deles refere-se à transformação digital; o segundo, à inovação... da crença na dependência da tecnologia para sustentar a transformação digital e a inovação advém de estudos de analistas e empresas...";02/07/2020 06h00
181;A transformação dá errado em 70% das empresas. O que fazer para...;"... ou dos funcionários.

	+ O que Carrefour, Itaú Unibanco e Nestlé pensam – e fazem – sobre transformação digital

	Aos líderes que já... na transformação digital? A relação humana
		
			Transformação digital: por que não paramos de falar sobre isso?
	

	""As empresas...";14/05/2019 16h57
182;A inteligência artificial em nosso dia a dia;"... na prática e apenas 4% haviam colocado isso como uma prioridade. Dada a velocidade de transformação digital que estamos inseridos..., CEO da Microsoft, disse que está vendo dois anos de transformação digital acontecerem em 2 meses.

	Um relatório da MIT Technology...";12/08/2020 07h00
183;Coronavírus: como a GM se reinventou para vender durante a cris...;"... a transformação digital. 

	saiba mais
	
			Coronavírus: os impactos da pandemia no ecossistema de inovação e empreendedorismo... Mahnke, diretor executivo de Marketing da GM América do Sul, a empresa antecipou projetos digitais. ""Nossos consumidores querem fazer...";02/07/2020 18h12
184;Exclusivo: como está o nível de organização digital das empresa...;"... rápido do que gostariam (Foto: Cecilie_Arcurs via Getty Images)

	 

	Se falar em Transformação Digital e as mudanças que ela provoca...
	Profissionais digitais são o embrião para provocar a mudança. Organizações que não entenderem isso deixarão de existir mais...";30/07/2019 06h01
185;Coreia do Sul: governo anuncia pacote de US$ 133 bilhões para e...;"... na transformação da Coreia do Sul em uma economia mais ecológica e digital, disse o ministério.
	Inteligência artificial, redes 5G, veículos...";14/07/2020 09h12
186;Nestlé lança plataforma para ajudar pequeno varejista a vender ...;"... o processo em menos de uma semana.

	Carolina Sevciuc, diretora de Transformação Digital da Nestlé (Foto: Divulgação )

	“Entender... de transformação digital da Nestlé. “ A Nestlé só existe, porque tem alguém consumindo o nosso produto. A partir do momento que isso é afetado...";29/06/2020 17h41
187;Coronavírus: como diferentes setores vão se recuperar da crise;... no Brasil e América do Sul. Na entrevista, ele conta o que esperar de cada segmento da economia na retomada e fala sobre a aceler...;13/07/2020 19h43
188;Sobra reflexão e falta transformação nas empresas brasileiras, ...;"... reflexão, mas falta transformação prática para as empresas no mercado brasileiro. A conclusão vem da pesquisa ""Empresas do Futuro.... O levantamento foi criado com o objetivo de mapear as transformações digitais e organizacionais dentro das empresas que atuam no mercado...";15/05/2019 11h51
189;O que as grandes empresas devem fazer para sobreviver à Era Dig...;"...)
	
		 


	 

	 

	 

	 

	 

	 

	 

	 

	 

	O que um líder deve fazer para incentivar o processo de transformação ..., Vantagem Digital - Um guia para a transformação digital. Para ele, é preciso trabalhar em três pilares para promover a transformação...";14/08/2019 06h00
190;Como preparar os banheiros dos aviões para tempos de pandemia;... de aeronave, as viagens aéreas estão passando por uma transformação para evitar a disseminação do novo coronavírus. Álcool em gel... exclusivos edição de Agosto/2020 de Época NEGÓCIOS? Tenha acesso à versão digital....;14/08/2020 13h09
191;Grupo Boticário compra Beleza na Web, plataforma digital multim...;"... recursos que, além de alimentarem inovação e transformação digital, vão possibilitar a expansão de linhas de produção...& Consult.

	— É mais uma operação forte em canal digital sendo comprada por uma gigante de varejo físico, a exemplo do que ocorreu...";12/08/2019 18h26
192;Protagonismo social agora se aprende na escola;"... Turma do Jiló e pelo Projeto Serendipidade e o modelo de trabalho é híbrido (presencial e digital), por meio de aulas...”, me responde ela.

	Henri Zylberstajn, igualmente: “Eu estaria mais evoluído nesta deliciosa transformação que começou há 2,5 anos...";01/09/2020 08h00
193;Editorial: a era das vulnerabilidades;... abruptamente à transformação digital que, em tempos de isolamento, virou uma questão de sobrevivência, e não mais somente... tubarões do mercado off-line. Como bem definiu Cristiano Lincoln, que fundou a Tempest, empresa remanescente do Porto Digital...;07/08/2020 08h22
194;Como a tecnologia vai ajudar o agronegócio a alimentar 10 bilhõ...;... por uma transformação digital. É o que defende a Mariana Vasconcelos, CEO e fundadora da startup de inteligência agronômica... sobre colheita, irrigação, prevenção contra pragas e plantio. As ferramentas digitais tornam a agricultura mais resiliente, sustentável...;13/07/2020 15h47
195;Office ou home office, cadê a inovação?;"... do vírus, mas também pelo aumento de produtividade observado.

	saiba mais
	
			Transformação digital, cultura e trapezistas... para favorecer a inovação ou transformação de uma empresa?

	Produtividade X Inovação
	Não sabemos ao certo, mas a médio prazo...";24/07/2020 07h01
196;Ética digital será fundamental para a sobrevivência dos negócio...;"...
	“A ética precisa estar na base da transformação digital”, diz a Marcelo Serigo, da Avanade (Foto: Arkadiusz Warguła via Getty... Images)

	 

	À medida que mais empresas passam pelo processo de transformação digital, outra questão entra em pauta: a ética...";12/06/2019 08h49
197;Existe luz no fim do túnel, e é a tecnologia;... também oportunidades – e ainda mais importante, novas percepções. Uma delas é o entendimento de que a transformação cultural e digital dentro... sendo acionados por empresas que precisaram fazer de forma urgente sua transformação digital, acelerando processos e otimizando...;10/06/2020 07h01
