titulo;description;data
Lojas Renner tem alta de 17% no lucro do 4º trimestre;Resultado foi de R$ 513,1 milhões ante R$ 439,8 milhões no mesmo período do ano anterior […];7 de fevereiro de 2020
TozziniFreire evolui programa de inovação e conquista gigantes de tecnologia;"Escritório de advocacia paulista criou o ThinkFuture para responder às novas oportunidades de negócios 
 […]";5 de fevereiro de 2020
João Appolinário: 20 anos de Polishop e uma fome de tubarão;Em entrevista, empresário fala sobre a importância de vender benefícios, não produtos […];2 de fevereiro de 2020
EXCLUSIVO: Nubank nega boatos e confirma fundadores na liderança;David Vélez, Edward Wible e Cristina Junqueira continuam no alto escalão da fintech bilionária […];27 de janeiro de 2020
BNP Paribas e outros grupos franceses abrem hub de inovação no Brasil;Banco pretende concluir ao menos oito projetos em 2020 […];23 de janeiro de 2020
Healthtech brasileira desenvolve solução inovadora para democratizar tratamento de lesões;Órtese de plástico biodegradável já começa a ser testada em hospital de São Paulo […];21 de janeiro de 2020
Embrapii faz chamada para novas unidades e revela próximos passos;Em seis anos, entidade apoiou 860 projetos de inovação e gerou mais de 300 patentes […];20 de janeiro de 2020
Exclusivo: Gympass quer funcionalismo público para crescer no Brasil;Startup unicórnio mira 12 milhões de novos clientes com sua nova frente de atuação […];19 de dezembro de 2019
O futuro conectado do Brasil: os próximos 25 anos;Ancorada no tripé conectividade, capacitação e inovação, a Cisco ajuda a conduzir o país em sua jornada digital […];10 de dezembro de 2019
Exclusivo: Rock Content compra norte-americana Scribble Live;Aquisição da empresa mineira de marketing de conteúdo cria um dos maiores players do segmento nas Américas […];10 de dezembro de 2019
Ganhadora do Caboré de inovação, Nestlé avança para atender demandas de millennials;Empresa tem investido milhões para responder à tendência de “consumo com causa” […];5 de dezembro de 2019
LinkedIn divulga Top Voices e Top Voices Influencers 2019;Reconhecimento é dado a usuários que compartilham conteúdos relevantes em suas áreas ou regiões […];4 de dezembro de 2019
Brasileiros são 25% do grupo de investidores que comprou rede de hotéis Wyndham nos EUA;Operação, de US$ 215 milhões, contou com a participação de empresas de private equity renomadas como Blackstone e Brookfield […];2 de dezembro de 2019
Maior complexo de eSports da América Latina abre em São Paulo;On e-Stadium tem área de 3.000 m² com cursos, arena e espaço para jogos […];28 de novembro de 2019
Inteligência artificial no agro e inovação na resolução de problemas empresariais são assuntos do 1º dia do FORBES Start;"Executivos de companhias de destaque participaram de debate dentro da São Paulo Tech Week; inscrições estão abertas para os próximos dias […]";25 de novembro de 2019
Vida de estrela: CEOs brasileiros trocam escritórios e reuniões pelos palcos;Executivos do SAS, Unisys, Nubank e RedeTV!, entre outras empresas, criam projeto para arrecadar fundos para entidades beneficentes […];19 de novembro de 2019
Fabiano Virginio, do IED: Resiliência e paciência são essenciais para inovar;Empresas tradicionais precisam adotar práticas básicas para conseguir avançar na era digital, diz diretor do centro de inovação do Istituto Europeo di Design […];18 de novembro de 2019
École 42, do bilionário Xavier Niel, desembarca em São Paulo e Rio de Janeiro;Instituição francesa chega com um conceito tão inovador que chama o aluno de tripulante […];16 de novembro de 2019
Forbes terá palco Start na 5ª edição da São Paulo Tech Week;De 25 a 27 de novembro, haverá uma série de debates sobre inovação e tomada de decisões no cowork Spaces Berrini […];11 de novembro de 2019
Nestlé traz impacto social para projetos de inovação;Carolina Sevciuc: “A inovação não pode ser só sobre ações de mercado” […];6 de novembro de 2019
Conectando o Brasil com o futuro;Há 20 anos em operação no país, programa de capacitação da Cisco já formou mais de 300 mil brasileiros em TI […];6 de novembro de 2019
Bolsonaro diz que Honda e L’Óreal vão trocar fábricas na Argentina pelo Brasil;Fabricante norte-americana de motores MWM fará o mesmo movimento, segundo o presidente […];6 de novembro de 2019
Itaú compra mineira Zup por valor que pode chegar a R$ 575 milhões;Objetivo da operação é acelerar o desenvolvimento digital do banco […];1 de novembro de 2019
Gilles Coccoli: Edenred quer ir além da Ticket Restaurante e lucrar com inovação;Empresa deseja que projetos em áreas como serviços de saúde representem 15% da receita nos próximos 2 anos […];30 de outubro de 2019
Flapper quer aumentar demanda por voos de jatinho com crowdsourcing;A empresa de aviação executiva de Paul Malicki vai permitir que usuários criem seus próprios voos […];29 de outubro de 2019
Lucro da Petrobras sobe para R$ 9,1 bi no 3º tri;Resultado é 36,8% maior do que no mesmo período do ano passado, apesar da redução no preço do petróleo […];25 de outubro de 2019
Tania Cosentino prioriza sustentabilidade na Microsoft;A presidente da gigante de tecnologia no Brasil acredita que cuidar do impacto ambiental e social das empresas gera melhores resultados […];24 de outubro de 2019
CEO da Nike, Mark Parker, deixa o cargo em janeiro;Após mais de uma década administrando a marca, executivo seguirá no conselho […];22 de outubro de 2019
Às vésperas de completar 90 anos, Santista Jeanswear volta a investir;Uma das mais tradicionais companhias têxteis do país aposta em tripé para enfrentar o momento atual […];21 de outubro de 2019
Beatriz Copelli: Souza Cruz vai exportar aprendizados de inovação;Gigante de tabaco quer replicar ideias em outros mercados globais, diz CIO para as Américas e África […];16 de outubro de 2019
As três tendências tecnológicas para a indústria em 2020;Mudança no perfil de consumidores exige que fabricantes reformulem suas táticas […];9 de outubro de 2019
Carrefour Brasil compra 49% de fintech Ewally;Companhia pode assumir controle da digital após 3 anos […];1 de outubro de 2019
Silenciosamente, Fiat Chrysler prepara carro conectado com marketplace no Brasil;Montadora vai oferecer produtos e serviços pagos em parceria com players tradicionais e startups, diz Breno Kamei, diretor de inteligência competitiva da FCA […];26 de setembro de 2019
Whindersson Nunes investe em plataforma de microinfluenciadores;Youtuber também terá rede de conteúdo humorístico espalhada por todo o país […];13 de setembro de 2019
Startups surfam na onda do microaprendizado;Empresas como 12minutos, de Guilherme Mendes (foto), e LEO Learning trazem soluções em educação para pessoas com falta de tempo […];12 de setembro de 2019
Como a L'Oréal usa a inteligência artificial para potencializar seus negócios;A incubadora de tecnologia da gigante da beleza opera desde 2012 […];10 de setembro de 2019
Nestlé investirá R$1 bi em SP nos próximos 3 anos;Aporte será em novas linhas de produção e tecnologia […];21 de agosto de 2019
Mercado de seguros cresce com estabilidade no Brasil;Expectativa é que o setor cresça entre 6,3% e 8,4% em 2019 […];27 de julho de 2019
Fundador da Totvs diz como iniciar um negócio: ideia e ação;Para Laércio Cosentino, a tecnologia é grande aliada de novos produtos e serviços […];10 de julho de 2019
Tecnologia de dados pode impulsionar ciclo comercial;A tecnologia é parte crucial dos processos comerciais […];4 de julho de 2019
GPA se alia à Microsoft para testar tecnologias;Parceria inclui a abertura de uma loja em São Paulo até o fim do ano […];28 de junho de 2019
Como a Netshoes pode conter a Amazon no Brasil;Disputa entre Centauro e Magazine Luiza pela varejista online deve fortalecer posição frente à rival […];4 de junho de 2019
As mulheres mais poderosas do Brasil;Lista reúne quem brilha nos negócios, na moda, nos esportes e nas redes sociais, entre outras áreas […];25 de maio de 2019
Natura vai elevar receita com investimento em marca da Avon;Presidente também revelou que espera ampliar ganho com digitalização de processos […];23 de maio de 2019
O que deseja a nova geração de trainees;Pesquisa revela os principais aspectos para atrair novos talentos […];10 de abril de 2019
Carrefour Brasil faz parceria com startup Zaitt;Acordo cria mercado 100% autônomo em São Paulo […];25 de março de 2019
Descubra onde o luxo encontra a inovação;LVMH mantém aceleradora de startups dentro da Station F […];17 de março de 2019
A intensa vida do jovem presidente da Dasa;Antes dos 30, Pedro Bueno já viveu o que muitos empresários e executivos levariam uma vida para enfrentar […];16 de março de 2019
Descubra o que é a educação executiva 4.0;Melhores MBAs do mundo saíram na frente e reformularam seus currículos […];9 de março de 2019
Novas escolas formam líderes do futuro;Instituições de elite se propõem a preparar os alunos para serem cidadãos do mundo […];6 de março de 2019
As novas ferramentas em sala de aula;As tendências tecnológicas e comportamentais das escolas mais avançadas […];5 de março de 2019
Carrefour Brasil vê crescimento sustentável no ano;Gigante do varejo conta com a contribuição positiva do marketplace […];27 de fevereiro de 2019
5 principais tecnologias digitais para a saúde em 2019;Soluções de ponta prometem precisão cirúrgica e atendimento personalizado […];18 de fevereiro de 2019
Carrefour cria unidade de varejo online de alimentos;Objetivo é, a médio prazo, assumir a liderança no setor […];1 de fevereiro de 2019
Cuidar dos funcionários é melhor do que engajá-los;A cultura do bem-estar cria um ambiente de confiança otimizado para o sucesso […];18 de janeiro de 2019
Caixa Econômica abre seleção para 4 novos vices;Processo será conduzido pela consultoria Russell Reynolds […];10 de janeiro de 2019
Por que estamos na era da proteção da informação;Segundo empresa de segurança de dados, 2018 bateu recorde de ataques cibernéticos […];1 de janeiro de 2019
E-commerce se torna a menina dos olhos das varejistas;Novo milênio trouxe facilidades inéditas para o consumidor conectado […];30 de dezembro de 2018
"Carrefour Brasil inicia testes de sistema ""Scan & Go"" em SP";Tecnologia deve chegar a todas as unidades do Carrefour Express e Carrefour Market no Estado no próximo ano […];27 de dezembro de 2018
Corinthians e IBM firmam parceria;Objetivo é modernizar tecnologia de estádio […];21 de dezembro de 2018
Magazine Luiza vai acelerar investimento em 2019;Varejista quer ganhar escala e transformar negócios em plataforma digital […];14 de dezembro de 2018
Pão de Açúcar compra startup de entregas James Delivery;Negócio faz parte dos esforços para avançar nas vendas pela internet […];11 de dezembro de 2018
GPA prevê investir até 12,5% mais em 2019;Rede varejista mira em expansão orgânica e conversões de lojas […];5 de dezembro de 2018
Carrefour Brasil investirá R$ 1,8 bi em 2019;"Valor é o mesmo de 2018; 20 novas lojas do Atacadão estão previstas […]";3 de dezembro de 2018
Telecom Italia escolhe Luigi Gubitosi como novo CEO;Executivo sucede Amos Genish, que foi inesperadamente demitido na semana passada […];19 de novembro de 2018
CEO da Atento fala sobre o futuro dos colaboradores;Dimitrius Oliveira revela como a tecnologia vai ajudar na interação com usuários […];19 de novembro de 2018
Telecom Italia demite o CEO Amos Genish;TIM sente efeito e suas ações recuam quase 7% na bolsa paulista […];13 de novembro de 2018
Carrefour Brasil compra 100% da plataforma E-mídia;Empresa é dona dos sites Cyber Cook, Vila Mulher e Mais Equilíbrio […];6 de novembro de 2018
4 dicas para começar uma startup;Adeo Ressi vendeu duas empresas por US$ 1 bi antes dos 30 anos […];31 de outubro de 2018
Athié Wohnrath anuncia novo modelo de negócio;Iniciativa pretende inserir as empresas no ecossistema de inovação […];26 de outubro de 2018
Via Varejo fecha acordo com a Getnet;Parceira vai oferecer serviços financeiros a vendedores do marketplace […];24 de setembro de 2018
Carrefour Brasil terá sistema 'Scan & Go';Iniciativa deve ser começar a funcionar ainda este ano em algumas lojas […];28 de agosto de 2018
L'Oréal e Facebook lançam testes de maquiagem;Objetivo é impulsionar vendas online e pelas redes sociais […];9 de agosto de 2018
Vivendi avalia opções para Telecom Italia;Acionista estaria preocupada com a situação do grupo italiano de telecom […];25 de julho de 2018
Para modernizar lojas, Assaí testa caixa automatizado;Investimento em tecnologia da informação inclui também wi-fi para clientes […];5 de julho de 2018
Kroton fecha parceria com Cubo Itaú;Objetivo é apoiar e investir em empresas de soluções para educação […];19 de junho de 2018
GPA mantém planejamento apesar das turbulências;Peter Estermann diz que a empresa tem potencial para recuperar o impacto […];12 de junho de 2018
Via Varejo reduz número de executivos;Empresa integrou as áreas de operações, vendas, comercial e logística […];11 de junho de 2018
10 empresas mais inovadoras do mundo em 2018;Companhias que nasceram na nuvem ocupam as três primeiras posições […];6 de junho de 2018
Amos Genish tem apoio do conselho da Telecom Italia;Presidente da telefônica diz que executará eu plano de três anos […];18 de maio de 2018
Lucro da Arezzo sobe 22,3% no 1º tri;Companhia de calçados e bolsas registrou lucro líquido de R$ 27 milhões […];9 de maio de 2018
Carrefour Brasil vê potencial para até 140 novas lojas;Segundo presidente, Noël Prioux, grupo está mapeando oportunidades de parcerias […];13 de março de 2018
Natura nomeia Agenor Leão como novo vice-presidente de operações na América Latina;Erasmo Toledo, que ocupava a vice-presidência de Operações Internacionais nos últimos anos, agora se dedicará inteiramente à liderança do negócio de vendas diretas no Brasil […];19 de janeiro de 2018
CEO da Vivo prevê como será o mundo no futuro;"Eduardo Navarro fala sobre as transformações das telecomunicações com a crescente digitalização do dia a dia e a “morte” do telefone
 […]";20 de novembro de 2017
Indiana Tata Comunications amplia negócios para o Brasil;Empresa vai conectar o país aos mercados financeiros internacionais por meio de cabo submarino […];13 de novembro de 2017
Carrefour Brasil indica Noël Prioux como diretor-presidente;Empresa aprovou, ainda, a emissão de R$ 2 bilhões em promissórias […];22 de setembro de 2017
O que podemos aprender com ransomware WannaCry;Prejuízos poderiam ter sido evitados se os sistemas estivessem atualizados […];15 de maio de 2017
Ricardo Amorim fala sobre como o Brasil pode se preparar para a economia do futuro;CEOs e executivos de empresas de grande porte participaram do último evento do ano no WTC Business Club, em São Paulo […];14 de dezembro de 2016
Como a TOTVS tem transformado o ambiente de trabalho;"Laércio Consentino vê, num período de cinco a dez anos, mais coisas conectadas aos sistemas do que pessoas
 […]";12 de novembro de 2016
Cloud computing torna-se predominante na tecnologia da informação;Brasil é o quinto maior mercado de tecnologia da informação e comunicação do planeta […];17 de dezembro de 2015
A história da empreendedora que faturou R$ 80 mil com a venda de perucas na pandemia;Lady Vailante, fundadora da Lady Laces, alcança uma audiência de até 2 milhões com suas lives no Facebook […];29 de setembro de 2020
P,D&I com a EMBRAPII, StartupOn Sudeste, AWS Summit Online 2020, ABFintechs & Muito Mais;Acompanhe os próximos webinars, lives e webcasts […];28 de setembro de 2020
Lelê Saddi e Fernando Bento, fundadores da Pop Comm, apostam na comunicação 360º;Sócios cresceram 77,5% nos últimos 12 meses e projetam dobrar faturamento em 2020 […];16 de setembro de 2020
Impact 50: os maiores investidores de impacto social dos EUA;Conheça norte-americanos que investem em empreendimentos que visam benefícios socioambientais […];14 de setembro de 2020
O futuro do software brasileiro, mobilidade elétrica, IA, EAD e muito mais;Acompanhe os próximos webinars, lives e webcasts […];31 de agosto de 2020
QuintoAndar enfrenta crise e acelera planos de crescimento;Startup está monitorando as mudanças em curso no setor de habitação e potenciais oportunidades de negócio […];21 de julho de 2020
Amcham prepara missão online de inovação emergencial;Iniciativas de aceleração, mentorias, financiamentos e colaboração […];14 de julho de 2020
Aplicativos que ensinam a meditar viram segmento bilionário;No Brasil, apenas o app Zen registra sozinho 3,5 milhões de downloads […];11 de julho de 2020
CDL de Porto Alegre anuncia programa de aceleração;Iniciativas de aceleração, mentorias, financiamentos e sistemas colaborativos […];8 de julho de 2020
5 etapas que todo empreendedor precisa seguir antes de reconstruir sua empresa na era pós-coronavírus;Analisar a realidade e ter capacidade de aprendizagem são algumas das atitudes recomendadas […];15 de junho de 2020
Por que, para a Rolls-Royce, a nova era do luxo é a “pós-opulência”;Chefe de design da montadora, Alex Innes fala sobre o futuro da marca e do contato com os clientes […];10 de junho de 2020
Novo Cenário, SEO, PIX & Varejo;Acompanhe os próximos webinars, lives e webcasts […];3 de junho de 2020
Maratona Bagy & Novos Comportamentos;Acompanhe os próximos webinars, lives e webcasts […];29 de maio de 2020
Pesquisa revela que apenas 0,74% dos sites brasileiros atendem às pessoas com algum tipo de deficiência;No Dia Mundial da Conscientização sobre a Acessibilidade, levantamento aponta que a web ainda precisa evoluir muito no país […];21 de maio de 2020
Advogada do Recife é a única representante da América Latina em premiação internacional;Karla Capela Morais desenvolveu uma solução tecnológica para a área jurídica usando a ferramenta de IA Watson […];18 de maio de 2020
Donata Meirelles: Receitas de sucesso para o day after da pandemia;Em entrevista, mulheres conceituadas em suas carreiras, como Laudomia Pucci e Anitta, revelam como pretendem enfrentar as consequências do novo coronavírus […];11 de maio de 2020
McKinsey faz previsão sombria para a indústria da moda;Segmento de bens de luxo deve contrair de 35% a 39% em relação a 2019 […];11 de maio de 2020
FORBES Insider: Tembici, Alexa, Claudia Leitte, IBM;CEO da Tembici conta como a empresa está enfrentando o isolamento social imposto pela Covid-19 […];17 de abril de 2020
Como o coronavírus vai mudar a paquera online definitivamente;Aplicativos têm criado ferramentas para incentivar os encontros virtuais entre casais e até mesmo interações em grupo […];9 de abril de 2020
Veja 4 passos para virtualizar eventos em meio aos cancelamentos na crise do coronavírus;Dan Stevens, CEO de uma plataforma de vídeo para empresas, compartilha métodos conversão […];9 de abril de 2020
Como manter sua equipe engajada durante a crise do coronavírus;Consultar os funcionários e criar um plano conjunto estão entre as dicas […];30 de março de 2020
EXCLUSIVO: Zee.Dog é a primeira empresa brasileira a abreviar semana de trabalho;Grife de produtos para pets não terá expediente às quartas-feiras […];5 de março de 2020
Blockchain 50: as maiores empresas que adotam a tecnologia;Listadas pela Forbes têm receita anual ou valor de mercado superior a US$ 1 bilhão […];19 de fevereiro de 2020
Pernambucana In Loco desembarca nos Estados Unidos de olho no mercado de IoT;Com ferramenta de localização que ajuda a garantir segurança e privacidade, empresa foca em setor estimado em US$ 1 trilhão em 2020 […];17 de janeiro de 2020
Inovação, assistência e liderança no campo;As iniciativas do Sistema CNA/Senar para preparar os produtores rurais a enfrentar os desafios do agronegócio no Brasil […];24 de dezembro de 2019
FORBES Start Dia #1: precisamos falar sobre segurança alimentar;Primeiro dia do hub na São Paulo Tech Week terá abertura de Oliver Cunningham, sócio-líder de inovação da KPMG […];22 de novembro de 2019
Fabricio Bloisi: empresas tradicionais lutarão para sobreviver às big techs brasileiras;O fundador da Movile, que inclui unicórnios como a iFood, quer gerar impacto social […];20 de novembro de 2019
Confira a programação do Palco Forbes Start na 5ª edição da São Paulo Tech Week;Evento tem inscrições gratuitas e discussões sobre agricultura, educação, trabalho e finanças […];19 de novembro de 2019
Plataforma de gestão evita perdas nas operações financeiras;Franqueados da Chilli Beans, O Boticário e Arezzo usam ferramenta para controlar taxas dos cartões e compreender fluxo de caixa […];18 de novembro de 2019
Entenda os problemas que antecederam a renúncia de Kevin Plank da Under Armour;Executivo deixa cargo de CEO, mas continuará na empresa como diretor […];28 de outubro de 2019
Ruy Shiozawa: gestores são a maior barreira à inovação no Brasil;Mudanças de mentalidade são necessárias para garantir que o país não fique para trás, diz o diretor do Great Place To Work […];21 de outubro de 2019
Plataforma mira massificação de moradia popular;Housi é aderente a audiências de menor poder aquisitivo e pode até virar benefício, diz o CEO, Alexandre Lafer Frankel […];18 de outubro de 2019
Sobre dinheiro;Luxo traduzido em bens e experiências é símbolo de poder e fortuna […];2 de outubro de 2019
O potencial do Twitter para engajamentos das marcas;Estrategista destaca sucessos e conta como ser efetivo na plataforma […];18 de setembro de 2019
B2W aprova aumento de capital de R$ 2,5 bi;Empresa controlada pelas Lojas Americanas fez aviso a acionistas […];20 de agosto de 2019
Revolução tecnológica deve transformar a vida no mundo;Até 2022, 88% da população brasileira estará conectada à internet […];12 de agosto de 2019
Setor de saúde movimenta a economia brasileira;Sozinho, mercado de medicina diagnóstica atingiu R$ 35,4 bilhões em receita bruta em 2017 […];3 de agosto de 2019
Quais são os prós e contras do modelo energético do Brasil;País possui fartas e diversificadas fontes de energia, mas precisa enfrentar problemas cruciais e se modernizar […];6 de julho de 2019
Como MP de Bolsonaro pode impulsionar o livre mercado;Plano tem potencial de liberar a capacidade criativa de pequenos negócios […];21 de maio de 2019
Grupo Zap lança modelo i-buyer no Brasil;Empresa quer facilitar processo de negociação imobiliária no país […];6 de maio de 2019
Os melhores bancos do Brasil em 2019;Instituições digitais dominam 1º ranking Forbes baseado em satisfação dos clientes […];27 de março de 2019
Natura tem alta de 48,7% no lucro do trimestre;Empresa espera aumento de produtividade com avanço em digitalização […];22 de fevereiro de 2019
O mundo precisa de um pouco de “audácia artística”;Isso significa ter os meios para atravessar um estado de caos com a mente aberta […];28 de janeiro de 2019
Como usar a tecnologia para mudar as favelas;Não vai dar certo utilizar as mesmas respostas do passado para combater problemas sociais […];13 de novembro de 2018
