;titulo;description;data
104;Ant, o grupo chinês que planeja o maior IPO do mundo;"... um “supermercado digital”, o que permite que o usuário compre a crédito, invista em fundos mútuos e encontre seguros.
Chegou até... — ... negociada a um múltiplo de 30 vezes os lucros, semelhante ao de seus pares Tencent e Visa.
A transformação da Ant a partir de uma...";27/08/2020 08h01
105;Advogados com perfil mais digital ganham espaço nos escritórios;..., ajudou a por de pé um programa batizado de ThinkFuture, que conduz projetos de transformação digital e aquisição de tecnologias... — ... de tecnologia), em 2017. A empresa oferece cursos, com mais de 300 alunos atendidos, projetos de transformação digital...;27/08/2020 08h00
106;Cenário aponta para retomada lenta e carteiras mais enxutas;"... HDI Seguros.
A pandemia também levou as seguradoras a intensificar as jornadas de transformação digital, com o lançamento ou... — ... nós”, resume Riedel. A seguradora iniciou o projeto de transformação digital em 2017, o que consumiu R$ 300 milhões em...";25/08/2020 08h01
107;Corretoras vão às compras para crescer;"... — também está em transformação, com o fortalecimento de canais de vendas on-line. 
Uma das corretoras pioneiras é a Minuto Segundos... — ... de pesquisa na internet”, afirma Blay.
A Ciclic, plataforma digital criada pela BB Seguros e a Principal Financial Group (PFG...";25/08/2020 08h01
108;Clientes buscam soluções mais simples, flexíveis e digitalizadas;"... do reembolso digital para consultas médicas e odontológicas.
Para Patricia Chacon, diretora de transformação da Liberty Seguros... — ... especialistas ouvidos pelo Valor, o setor está no início de uma grande transformação - como outros tantos, acelerada pela pandemia nos...";25/08/2020 08h01
109;Tecnologia e parceiros serão prioridade após pandemia;Uma pesquisa feita pela KPMG  mostra que muitos diretores-executivos pretendem acelerar a transformação digital e rever o...;25/08/2020 08h01
110;Delivery Center faz parceria com Google para serviço de entrega de alimentação;... lojistas se consolidarem no meio digital, proporcionando a eles ganhos de escala, tanto com a maior exposição do mix, quanto em... — ... termos de vendas adicionais, e contribuir para a transformação dos nossos shoppings em hubs logísticos, conectando os lojistas a...;24/08/2020 22h55
111;FT: Pearson escolhe ex-Disney para comandar negócio global;... de uma lista inicial com mais de 100 nomes. A Pearson queria alguém com formação em transformação digital e experiência em...;24/08/2020 17h03
112;Com mais acionistas pessoas físicas, bancos reveem comunicação;... encontro deste ano (por imposição da pandemia) já será totalmente digital, segundo Janaína Storti, gerente-executiva de gestão da... — ... dúvidas sobre a capacidade do setor de se adaptar à transformação tecnológica. Para ele, essa leitura é equivocada. “Os bancos...;24/08/2020 08h00
113;Open banking deve trazer resultados para consumidor no médio prazo, dizem fintechs;"... informações hoje disponíveis para o mercado de crédito no Brasil já são abundantes, portanto, o banco digital é mais cético com relação à... — ... transformação que o open banking pode trazer ao mercado.  

Segundo os executivos, em 2014 e 2015, os bancos viam as fintechs como...";21/08/2020 22h36
114;Live do Valor: Frederico Trajano, do Magazine Luiza, fala sobre as perspectivas de retomada do varejo e a força do digital. Assista na íntegra;... transformação digital da rede, Trajano falou sobre a fase de retomada das vendas, após o início da pandemia, e como o comércio eletrônico... — ... ano anterior. O braço digital (venda própria e marketplace) cresceu 182%. Em junho, quando 65% das lojas estavam reabertas, o...;24/08/2020 14h46
115;Startups orientam colaboradores e reveem processos;No Helpie, plataforma digital que conecta cerca de 30 mil prestadores de serviços de 400 segmentos no Brasil, as providências... — ... para atender os requisitos da Lei Geral de Proteção de Dados (LGPD) promoveram uma transformação cultural. Parceira do Sebrae...;21/08/2020 08h02
116;Escolas formam o novo “data protection officer”;"... em segurança da informação”, diz Edson Germano, coordenador dos programas de transformação digital da Fia.
O Exin, um instituto... — ... querem atuar em áreas como direito digital, privacidade, gerenciamento de identidade e controle de acesso aos dados da...";21/08/2020 08h02
117;Parceria com Petrobras alavanca Microsoft no setor petrolífero;"... equipamentos de segurança offshore foi expandido.
“Em três a quatro meses, fizemos uma transformação que normalmente levaria de... — ... três a quatro anos”, disse Nicolás Simone, que assumiu o comando da nova divisão digital e de inovação da Petrobras em outubro de...";20/08/2020 17h43
118;Lucro líquido do Alibaba sobe 122% no trimestre, para US$ 6,74 bilhões;... bem posicionados para capturar o crescimento da transformação digital em andamento, que foi acelerada pela pandemia, tanto em...;20/08/2020 12h25
119;Recrutamento remoto é tendência no pós-pandemia;"..., da BRQ. Para ela, transformação só está começando e a tendência é de que seja construída uma cultura digital nas empresas, o que... — Carolina Piombo, head de RH da BRQ Digital Solutions, diz que novas habilidades são avaliadas nas videoconferências
Divulgação...";20/08/2020 11h51
120;Balanço da Grendene vira de cabeça para baixo;"... Melissa e responsável pela transformação digital da Grendene. É a primeira marca com e-commerce 100% operado diretamente pela... — Paulo Pedo, diretor da Grendene, fala da área digital: “A gente tinha um plano de dois anos e acelerou para um ano”
Divulgação
A...";14/08/2020 08h01
121;Grendene assume as operações de comércio eletrônico de suas marcas;... responsável pela transformação digital da empresa, a meta é internalizar todas as marcas da companhia, incluindo Melissa, Rider, Ipanema... — ... investimentos da Grendene foram congelados, exceto na área de digital, que teve uma aceleração. “O movimento já estava acontecendo...;14/08/2020 16h44
122;Empresas de telefonia buscam conectar clientes à plataforma;"... bancarização da população brasileira que utiliza celulares pré-pagos.
O vice-presidente de estratégia e transformação da TIM Brasil... — ... questão da introdução do Pix no mercado como um todo e na nossa carteira de pré-pago. Talvez a maior carteira digital do país”, disse....";13/08/2020 08h01
123;Conselhos e CEOs buscam recuperar o tempo perdido;"... na área de transformação digital e 13,3% em gestão de risco, desenvolvimento de pessoas e cultura organizacional.
Celia Silverio... — ... tecnologia, as empresas se deram bem com o foco na transformação digital, na área de limpeza houve maior demanda por produtos e até...";13/08/2020 08h00
124;Empresas de telefonia buscam conectar clientes à plataforma;"... de bancarização da população brasileira que utiliza celulares pré-pagos.

O vice-presidente de estratégia e transformação da TIM... — .... “Temos a questão da introdução do Pix no mercado como um todo e na nossa carteira de pré-pago. Talvez a maior carteira digital do país”, disse....";13/08/2020 00h14
125;Com caixa reforçado, Sinqia reformula plano de aquisições;A nova dinâmica de atualização de serviços financeiros e a transformação digital acelerada pela pandemia colaboraram para os...;12/08/2020 08h01
126;Demora em reformas provoca “debandada”, diz Guedes;... e Governo Digital, Paulo Uebel. Segundo o ministro, eles estavam insatisfeitos com a demora no avanço das privatizações e da... — ... que lutar. Não adianta ficar esperando a ajuda do papai do céu. Você tem que lutar. A nossa proposta foi de transformação do...;12/08/2020 08h01
127;Diretor de programa de desburocratização também deixa Ministério da Economia;... de modo limitado, para a transformação digital do governo, para a reforma do Estado e para a implementação do regime de proteção...;12/08/2020 02h26
128;Mais dois secretários e um diretor do Ministério da Economia pedem demissão;... transformação digital do governo, para a reforma do Estado e para a implementação do regime de proteção de dados e privacidade no Brasil... — ..., Desinvestimentos e Mercado, Salim Mattar, o secretário especial de Desburocratização, Gestão e Governo Digital, Paulo Uebel, e o...;12/08/2020 02h47
129;Aos 90, Bmg adota modelo híbrido entre físico e digital;"... correspondentes e abraçou um modelo que chama de “figital”: uma combinação de atendimento digital com presencial. Para marcar as mudanças, o... — ... logotipo em minúsculas, com tons de laranja e roxo.
“Fizemos uma transformação de dentro para fora. Primeiro mudamos o banco para...";11/08/2020 08h01
130;Aos 90, Bmg adota modelo híbrido entre físico e digital;"... em lojas e correspondentes e abraçou um modelo que chama de “figital”: uma combinação de atendimento digital com presencial. Para... — ... futebol, e entra um logotipo em minúsculas, com tons de laranja e roxo.

“Fizemos uma transformação de dentro para fora. Primeiro...";11/08/2020 01h05
131;Cargo federal em comissão tem 93% de concursados;... “estratégica para a tomada de decisões”. “Muitos destes profissionais ocupam cargos que serão impactados pela transformação digital do... — ... transformação digital. “Vamos ter que continuar fazendo concursos, para repor algumas vagas. Mas todo ganho de eficiência de recursos é...;10/08/2020 08h01
132;PEGN aponta as cem empresas mais promissoras no cenário de inovação;"... ajudam os clientes a alcançar a transformação digital.
A lista traz cem startups inovadoras e altamente escaláveis, que merecem a... — ... crescimento para a nova economia digital; Rafael Amado, especialista de negócios, parcerias e ecossistemas de inovação do Grupo...";07/08/2020 08h01
133;Stefanini leva LogBank e mantém fundadores;... crescimento na demanda durante a pandemia. “A corrida pela transformação digital trouxe uma explosão de vendas nos meses de abril... — ... digital a máquinas de cartões - no modelo de personalização (“White Label”) para outras marcas. O valor da negociação não foi...;07/08/2020 08h01
134;Mais de 90% dos cargos comissionados no governo federal são ocupados por concursados;... transformação digital do governo brasileiro”, diz o boletim, acrescentando que cada gestor deve ter “conhecimento das informações de... — ... avançar em ações de transformação digital. “Vamos ter que continuar fazendo concursos, para repor algumas vagas. Mas todo ganho de...;07/08/2020 00h55
135;Wiz compra 40% da corretora do BMG por R$ 89,8 milhões;... de transformação pelo qual o banco passa nos últimos meses, acelerando a modernização e oferta de seus serviços e produtos. “A... — ... gente continua com um foco forte no crédito, expandindo nosso banco digital, mas essa parceria nos permite gerar valor, vai muita na...;06/08/2020 22h19
136;Stefanini compra empresa de serviços financeiros LogBank e mantém ritmo de aquisições;... crescimento na demanda durante a pandemia. “A corrida pela transformação digital trouxe uma explosão de vendas nos meses de abril... — ... digital a máquinas de cartões – no modelo de personalização (“white label”) para outras marcas. O valor da negociação não foi...;06/08/2020 17h34
137;O que o BB ganha com André Brandão;"... discute o futuro da operação de banco digital e de cartões.
O fato de Brandão não ter experiência no varejo bancário, por outro... — ... nesse quesito, mas Novaes vinha batendo na tecla de que era preciso avançar, e muito, para não ficar para trás na transformação...";03/08/2020 08h01
138;No Banco do Brasil, Brandão pode avançar em venda de ativos e mais oferta de crédito;"... discute o futuro da operação de banco digital e de cartões. 

O fato de Brandão não ter experiência no varejo bancário, por outro... — ... nesse quesito, mas Novaes vinha batendo na tecla de que era preciso avançar, e muito, para não ficar para trás na transformação...";03/08/2020 01h18
139;O que você precisa saber e acompanhar nesta sexta;"... de Preços ao Produtor (IPP) das Indústrias Extrativas e de Transformação de junho. Em maio, os preços da indústria subiram 1,22... — ... no hábito de consumo pós-pandemia de covid-19, além de sobre inovação, cultura digital e a criação do Parceiro Magalu. 
Embraer...";31/07/2020 11h27
140;Aparentemente o pior já passou, diz presidente do Bradesco;"....
Lazari ressaltou a transformação digital em meio à pandemia, com incremento de 964 mil correntistas de perfil digital, 33% de... — ... empresa totalmente apartada
Lazari disse que o banco digital Next deve chegar a 3,5 milhões de clientes até o final deste ano, em...";30/07/2020 14h42
141;Cielo tem perda inédita com crise e estratégia;"... preparou para migrar de venda pura de produtos que viraram commodities para transformação de ecossistema digital.”
Analistas veem...";30/07/2020 08h01
142;Com novo decreto, governo promete reduzir burocracia;... dos cidadãos, tem como um dos principais eixos a chamada “transformação digital”. Desde o ano passado, 825 serviços foram... — ... transformação digital foi acelerada em razão da pandemia. Desde março, a migração de parte dos servidores para trabalho remoto e as...;30/07/2020 08h01
143;Cielo cria estrutura específica para atuar em crédito, diz presidente;"... transformação de ecossistema digital.” 

De acordo com Caffarelli, as receitas das credenciadoras não podem estar focadas apenas em taxa de...";29/07/2020 17h49
144;Isec reestrutura debênture e digere Cibrasec;"... R$ 5 milhões em caixa e vamos investir na transformação digital”, afirmou Magalhães.
O plano do executivo é fazer a transformação... — ... da empresa do analógico para o digital, tornando-a uma plataforma de securitização.
Na renegociação das debêntures com o Itaú, a...";28/07/2020 08h01
145;BNDES rejeita bônus a diretores da Petrobras;... os valores incluem os custos com a nova diretoria de Transformação Digital (criada em setembro e que foi computada apenas...;28/07/2020 08h01
146;Isec reestrutura debênture e digere Cibrasec;"... agora R$ 5 milhões em caixa e vamos investir na transformação digital”, afirmou Magalhães.

O plano do executivo é fazer a... — ... transformação da empresa do analógico para o digital, tornando-a uma plataforma de securitização. 

Na renegociação das debêntures com o Itaú...";27/07/2020 23h57
147;Sucessão no BB passa por tecnologia e venda de ativos;"... para não ser engolido na transformação digital do setor.
Na sexta à noite, o comunicado do BB que revelou o pedido de Novaes para... — ... um parceiro para a gestora de recursos até o que fazer com a operação de banco digital, apurou o Valor. Novaes, que se despede no...";27/07/2020 08h01
148;Dasa vende serviço de gestão e tenta reduzir custos do setor de saúde;... sofrendo um derrame. “Investimos um ano e meio em projetos de eficiência, transformação digital. Não é simples um laboratório ou...;27/07/2020 08h01
149;Sucessão no BB passa por tecnologia e venda de ativos;"... vinha batendo na tecla de é preciso ir além para não ser engolido na transformação digital do setor.

Na sexta à noite, o... — ... discussões vão desde a já conhecida busca por um parceiro para a gestora de recursos até o que fazer com a operação de banco digital...";27/07/2020 00h11
150;Hélio Magalhães, Pedro Guimarães e Mauro Neto são citados como possíveis sucessores de Novaes no BB;"... transformação tecnológica que o setor financeiro atravessa. 

No entanto, a avaliação no governo é que não há clima para a privatização do... — ... milhões de contas digitais — um ativo que já leva o presidente do banco, Pedro Guimarães, a cogitar um IPO desse recém-criado banco digital.
...";25/07/2020 00h15
151;Parceria reforçada;... criar um centro de excelência em IA”, informa o diretor de transformação digital e inovação da Petrobras, Nicolás Simone. Os... — ... (EPIs), proteção ao ambiente hospitalar, telessaúde, testes diagnósticos e difusão digital do conhecimento. Um reflexo da pandemia...;24/07/2020 08h02
152;Plataformas investem em atendimento personalizado;Em seu processo de transformação digital acelerado pela pandemia, o varejo unificou os canais de contato com o cliente para... — ... pandemia, a busca por formas mais simples de pagamento e recebimento. “Lançamos OLX Pay, de pagamento digital, que permite...;24/07/2020 08h02
153;Indústria precisa investir em capacitação;"... transformação digital não é uma atualização tecnológica, é a reconstrução dos modelos de negócios e das operações”, afirma Gustavo... — ... França, líder global de transformação digital da Gerdau.
Nesta balança, afirma o gestor, o pêndulo se move na direção das empresas que...";24/07/2020 08h02
154;Mudanças afetam modelo de negócios e desafiam bancos;... plataforma de conta digital Banqi. O Magazine Luiza lançou a Magalu Pay com o Banco do Brasil, mas protocolou pedido no BC para se... — ... como cartão de crédito sem anuidade e prevê até ir além de seu core business, anunciou o líder de estratégia e transformação da...;24/07/2020 08h02
155;Trabalho remoto inaugura novas formas de gestão;"... lições aprendidas para aperfeiçoar o modelo, avançar com a transformação digital e inaugurar novas formas de gestão.
Estudo da... — ... onboarding digital, processo pelo qual entrevistas, testes e admissão de profissionais ocorrem a distância. “A meta é contratar pessoas...";24/07/2020 08h01
156;Procura por projetos de IA e IoT cresce na pandemia;"... produtividade, caminha mais lentamente.
“As empresas que já tinham a agenda da transformação digital se adaptaram mais rapidamente”, afirma... — ... entender melhor a importância de criar uma cultura de transformação digital para manter a competitividade.
Quanto à IoT, o país conta...";24/07/2020 08h01
157;Modelo de aceleração de startups ganha novo perfil;... híbrido de trabalho remoto e presencial e deve testar novas vocações para o prédio, atualmente fechado. “A transformação digital não... — ... resultados, a criação do braço digital da fabricante de impermeabilizantes Vedacit graças ao sistema de digitalização do canteiro de...;24/07/2020 14h28
158;Transformação digital intensifica importância das relações humanas;... Cosentino, presidente da Microsoft Brasil, a transformação digital já estava na pauta da maioria das companhias, mas com diferentes... — ... início da pandemia, o consenso entre executivos de grandes empresas é de que algumas tendências no processo de transformação...;23/07/2020 08h01
159;Pandemia impulsiona a digitalização;... transformação digital durante a pandemia - em muitos casos, os processos já vinham sendo adotados, mas ganharam mais relevância este ano... — ... pessoas no ano passado mas em 2020, no formato digital, alcançou mais de 1 milhão de participantes, destacou Cleber Morais...;23/07/2020 08h01
160;Líderes esperam mudanças nas rotinas corporativas;"... da necessidade de menos espaço físico na operação e uma maior preocupação com a sustentabilidade. O avanço da transformação digital... — ... a atenção do executivo. “Quem estava planejando começar uma transformação digital no próximo ano, o fez em dois meses.”
Primeiro...";23/07/2020 08h01
161;Agenda da diversidade deve ter metas e prazos claros e objetivos;... a transformação digital, que já estava acontecendo e agora de forma ainda mais acelerada, faz com que as habilidades que eram...;23/07/2020 08h01
162;Educação caminha para novos modelos;"... Lilian Bacich, diretora da Tríade Educacional. “De repente, o material digital, que era apoio à aula, virou aula. Foi um momento muito... — ... professores quanto para os alunos, diz.  
Para Daniel Castanho, presidente do conselho da Anima Educação, a transformação já era...";23/07/2020 08h01
163;Recuperação econômica é desigual e incerta, afirma Lagarde;"... a política do BCE. 
‘Choque brutal’  
Para Lagarde, a pandemia vai acelerar a transformação da economia global, que passará a ser... — ... mais verde e mais digital. Outra mudança, segundo a presidente da BCE, deve ocorrer nas cadeias de suprimento. Antes focadas em...";22/07/2020 14h53
164;Mauá Capital traz sócia para ‘transformação ESG’;"Figueiredo e Carolina da Costa, da Mauá: gestora iniciou processo de transformação da estrutura da casa para uma visão ESG
Silvia... — ... Zamboni/Valor
Há seis meses, a Mauá Capital iniciou um processo de transformação da estrutura da casa para uma visão ESG (sigla...";22/07/2020 08h01
165;Mauá Capital traz sócia para ‘transformação ESG’;Há seis meses, a Mauá Capital iniciou um processo de transformação da estrutura da casa para uma visão ESG (sigla em inglês para... — ... Mauá e uma parceria com uma plataforma de ‘digital sustentable finance’. Assim, viabilizaremos soluções de  financiamento  com...;22/07/2020 00h05
166;Capitalizado, BTG fortalece sua ofensiva contra a XP;... da ofensiva do BTG, que há 20 dias captou R$ 2,65 bilhões na bolsa para reforçar sua estratégia digital, apontam para a chegada de... — ... nesse período de obtenção de licença, viabilizando a transformação do negócio. Quando a corretora for operacional, o BTG repartirá os...;20/07/2020 08h01
167;Crescem as contratações por projeto na pandemia;... impulsionada pela pandemia porque as organizações elevaram o nível de urgência para a transformação digital”, diz Igel. Para o executivo...;20/07/2020 16h47
168;Neon fecha a compra da Magliano Invest;"... digitais a opção de fazer também investimentos dentro da mesma plataforma.
“Fomos pioneiros na transformação digital de produtos e...";16/07/2020 15h44
169;"""Não é por trabalhar remotamente que as pessoas estão mais digitais""";A pandemia do novo coronavírus acelerou tendências discutidas há anos em termos de transformação digital e, no âmbito do futuro... — ... imprevisíveis até para a liderança e com a transformação digital ganhando amplitude, os profissionais precisam desenvolver a capacidade de...;15/07/2020 19h18
170;Destaques;"... fortemente seu foco e empenho na transformação da Midway como grande plataforma digital de serviços financeiros”, afirmou a empresa... — Riachuelo sem banco
O grupo Guararapes, dono da varejista de moda Riachuelo, decidiu suspender a transformação da Midway...";15/07/2020 08h00
171;Guararapes não vai mais transformar a Midway Financeira em banco múltiplo;"... fortemente seu foco e empenho na transformação da Midway como grande plataforma digital de serviços financeiros.”
... — O grupo Guararapes, dono da rede de lojas Riachuelo, informou nesta terça-feira (14) que decidiu suspender a transformação da...";14/07/2020 22h58
172;XP promove evento on-line gratuito com 70 palestrantes;"Os desafios da transformação digital, as perspectivas para o futuro e o impacto das novas tecnologias na economia, na sociedade e... — ... da vencedora do Prêmio Nobel da Paz Malala Yousafzai.
Além dos painéis e conteúdos exibidos pela plataforma digital HUB Expert, o...";13/07/2020 08h00
173;Huawei: 5G será ‘tropicalizado’ para atender demanda local, diz diretor;... fábrica que, ao passar por este processo de transformação digital, deverá contar com um servidor local, contratar um serviço de...;11/07/2020 00h15
174;Dois executivos da Embraer renunciam aos cargos;...-presidente da EmbraerX, o braço de inovação da fabricante de aviões,  e chefe de Inovação, transformação digital e novos negócios da...;09/07/2020 18h42
175;Santander moderniza área de seguros;... com a suíça Zurich. A decisão foi tomada depois que a pandemia de covid-19 acelerou a evolução digital, reduziu o fluxo das... — ... agências e jogou holofotes para a necessidade de modernização de plataformas e sistemas em meio a um mercado em iminente transformação...;09/07/2020 08h01
176;Atlas Schindler lança produtos anticoronavírus;... transformação digital, com destaque para a tecnologia Schindler Ahead, que possibilita a manutenção preditiva pela internet, conectando...;07/07/2020 08h00
177;Parcerias antecipam ‘open banking’;.... Esse é o preâmbulo de uma transformação maior que está por vir: a possibilidade de o cliente ser de fato dono dos seus dados e... — ... preferencialmente por meio digital. Algumas instituições ainda exigiam o reconhecimento de firma por autenticidade, o que obrigava o investidor...;06/07/2020 08h01
178;Pix tira até R$ 13 bi de credenciadoras;"... se sair melhor os bancos que acelerarem seus processos de transformação digital e oferecerem experiências integradas com o meio de... — ... uma loja da Via Varejo e pagar com o Ame [carteira digital da B2W]”, exemplifica.
Nesse cenário, a Roland Berger prevê que até...";03/07/2020 08h01
179;Cade consulta gigantes digitais para avaliar aquisições no setor;... análises de fusões e aquisições envolvendo empresas da chamada “economia digital”. Uma consulta formal foi encaminhada há algumas semanas... — ... aquisições de empresas inseridas no contexto de economia digital representa um desafio novo para o órgão antitruste. A compra de uma...;03/07/2020 08h01
180;Boicote indica encruzilhada para a propaganda digital;... suspender seus anúncios nas redes sociais coloca a mídia digital em uma encruzilhada e lança dúvidas sobre como será seu futuro. Os... — ... lucrativos do mercado de mídia digital. O IAB reúne tanto anunciantes como agências publicitárias e empresas de internet...;03/07/2020 08h00
181;O que você precisa saber e acompanhar nesta terça;... de acelerar a sua transformação digital em meio à pandemia da covid-19. A companhia criou uma nova diretoria, voltada para as... — ... áreas de planejamento estratégico, tecnologia, transformação digital e novos negócios e eliminou cargo voltado para fusões e aquisições....;30/06/2020 11h28
182;Cielo refuta barreira ao pagamento via WhatsApp;"... antecipação, é por discricionariedade nossa, não temos obrigação de fazer”, diz Caffarelli.
Em um setor em transformação, a Cielo vem... — ... plataforma de pagamentos, que resultou em aumento da inclusão digital.
Cielo vê melhora do cenário econômico no segundo semestre...";30/06/2020 08h01
183;BR Malls muda diretoria para acelerar digital;"...-executivo para as áreas de planejamento estratégico, tecnologia, transformação digital e novos negócios.
A contratação foi possível... — A empresa de shopping centers BR Malls informou ontem mudanças na direção do grupo, na tentativa de acelerar sua transformação...";30/06/2020 08h00
184;BR Malls muda diretoria para avançar em projeto digital;"A BR Malls anunciou nesta segunda-feira (29) mudanças na direção do grupo como forma de acelerar a sua transformação digital. Com... — ..., transformação digital e novos negócios.

A contratação foi possível após a saída da empresa de Mariane Wiederkehr, diretora de...";29/06/2020 23h11
185;Presidente da Cielo diz desconhecer opção de fechar capital ou empresa ser vendida;"... apoio dos acionistas, tanto dos controladores quanto dos minoritários” para manter o atual investimento na transformação digital... — ... dia nesse processo de transformação digital, que é absolutamente necessário para que sejamos nome de destaque”. 

No mercado, houve...";29/06/2020 18h33
186;Presidente da Cielo refuta barreira de entrada ao serviço de pagamento via Whatsapp;... aceleração da entrada do consumidor e lojistas no processo de transformação digital. “Algumas soluções que estamos oferecendo aos clientes... — ... transformação digital e a empresa passar a vender pelo e-commerce”, afirmou o presidente da Cielo. Os cursos atraíram até o...;29/06/2020 18h33
187;Crise abala modelo de negócios dos jornais;... investir num produto que tenha chance no negócio da mídia digital. [O presidente executivo da Netflix] Reed Hastings acredita nisso. O... — ... digital tentavam prosperar no mercado de propaganda online, com graus variados de sucesso. Outros grupos da velha mídia tentaram...;29/06/2020 08h00
188;FTD compra fatia da startup Estuda.com;... transformação digital e a trabalhos integrados entre as equipes nos moldes do que ocorre nas startups. “Essa reestruturação, que contou com...;29/06/2020 16h08
189;“A crise expôs que existe um vácuo de liderança”;"... transformação tecnológica.
Valor: Como a escola se adaptou ao uso de tecnologia?
Boulding: Nós tivemos três dias para converter... — ... esforço de muitos anos. Fomos pioneiros em ter classes com pessoas presentes e outras aparecendo de forma digital. Vejo o futuro...";29/06/2020 08h00
190;Instituições precisam parar de ter “ação defensiva” sobre open banking, diz diretor do BC;... agenda, porque é a que a sociedade está demandando”, disse no webinar Uqbar, em painel sobre a transformação digital no mercado...;25/06/2020 18h02
191;Fundo da Housi faz primeiras aquisições;O fundo de investimento imobiliário (FFI) captado no início de maio pela Housi  - plataforma digital de aluguel de unidades... — ... Frankel, o mercado residencial passará por forte transformação, em que os consumidores terão relação com o imóvel muito mais como...;25/06/2020 08h01
192;Companhias querem requalificar corretores;"... ambiente digital
Divulgação
Assinatura digital de contratos, tour virtual de apartamentos e videoconferência para atendimento de... — ..., uso da ferramenta de CRM e funil de vendas no ambiente digital, além de lives sobre motivação para enfrentar o isolamento social...";25/06/2020 11h09
193;BIS incentiva bancos centrais a criarem moeda digital própria;"....
Para o BIS, a moeda digital dos bancos centrais “pode promover a concorrência entre os intermediários do setor privado... — ... nesta quarta-feira um capítulo especial sobre bancos centrais e pagamentos na era digital, que será publicado em seu relatório anual...";25/06/2020 08h00
194;BIS incentiva bancos centrais a criarem moeda digital própria;"....

Para o BIS, a moeda digital dos bancos centrais “pode promover a concorrência entre os intermediários do setor privado... — ... nesta quarta-feira um capítulo especial sobre bancos centrais e pagamentos na era digital, que será publicado em seu relatório...";25/06/2020 00h46
195;BIS incentiva bancos centrais a criarem suas próprias moedas digitais;"....

Para o BIS, a moeda digital dos bancos centrais “pode promover a concorrência entre os intermediários do setor privado... — ... nesta quarta-feira um capítulo especial sobre bancos centrais e pagamentos na era digital, que será publicado em seu relatório...";24/06/2020 12h08
196;Aumento do e-commerce impulsiona digitalização;... empresa para 20%. O comércio eletrônico, diz, tornou-se, em qualquer segmento, o caminho para a transformação de negócios. Em... — ..., será preciso repensar as atividades o ambiente físico e o digital, verificando como legislações e marcos regulatórios deverão se...;24/06/2020 08h01
197;Empresário apoiado pelo Centrão e pela Fiesp é cotado para Educação;... comanda a área de Educação no Paraná desde o início da atual gestão. Em um ano e meio, propôs uma série de medidas de transformação... — ... digital nas escolas e tentou alinhar a gestão a métodos e práticas corporativas. Enfrentou resistência de servidores, ao propor a...;23/06/2020 08h01
198;Empresas de tecnologia veem oportunidades nos aplicativos de rastreamento de vírus da Ásia;"... Bluetooth, já que a agência de transformação digital do governo tinha contratos com a AWS para serviços de armazenamento em nuvem.
Em...";20/06/2020 16h12
199;CVC planeja retomar os negócios em julho;"... turismo desde março, para acelerar o processo de transformação digital da companhia. A companhia também prepara mudanças na gestão... — ... viagens completas, com serviços como aéreo, hotel, atividades e passeios.
Além da transformação digital, a CVC planeja integrar...";19/06/2020 08h01
200;Nestlé amplia vendas com dois shopping centers na internet;Carolina Sevciuc, diretora de transformação digital da Nestlé: “As vendas on-line de alimentos crescem de forma acelerada... — ... 200% sobre março, disse Carolina Sevciuc, diretora de transformação digital da Nestlé. Ao todo, 6,2 mil pessoas já compraram na...;18/06/2020 08h01
201;Governo quer acelerar autorização de pequenas obras para Estados e municípios;"... partir de bancos de dados parametrizados.  

“É uma medida que faz parte da transformação digital do governo e traz ganho de...";17/06/2020 19h23
202;L'Oréal amplia seu poder de fogo no mundo digital;... executiva disse: “a crise acelerou profundamente a transformação digital no setor de beleza”. E completou: “no comércio eletrônico... — ... transformação digital em 2013. Na época, consistiam em chegar a 2020 com 20% das vendas por meio de comércio eletrônico e com metade...;16/06/2020 08h00
203;FT: L’Oréal redesenha seu futuro digital;"... diretora de operações digitais da L’Oréal, Lubomira Rochet.

“A crise acelerou profundamente a transformação digital no setor de... — ... startup canadense em 2018.

A L’Oréal havia definido suas metas de transformação digital em 2013. Na época, consistiam em chegar a 2020...";15/06/2020 14h34
204;Processo acelerado;... que era previsto antes da pandemia, e o que esperávamos que iria acontecer em cinco ou seis anos, em termos de transformação digital...;15/06/2020 08h01
205;Pandemia estimula a autoleitura de consumo;... consumidores alinhada à estratégia de transformação digital”, diz Renato Suplicy, gerente de Estratégia e Serviços Digitais da Neoenergia...;15/06/2020 08h01
206;Canais digitais de bancos aceleram com a pandemia;... com a crise. “O que a gente esperava que iria acontecer em cinco ou seis anos em termos de transformação digital vai ocorrer em... — Um sistema bancário mais digital, personalizado e com menor uso de dinheiro em espécie vai emergir da pandemia de covid-19, na...;12/06/2020 08h01
207;Com home office, e-mails maliciosos aumentam 6000%, diz Martins, da IBM;...-geral da IBM Brasil, Tonny Martins. O executivo participou de uma mesa redonda virtual sobre a transformação digital bancária... — A evolução digital recente do setor bancário brasileiro, que está na iminência de estrear novos ecossistemas, como o de meios de...;11/06/2020 14h58
208;Bradesco: Volume de transações no mobile cresceu mais de 30% com pandemia;"... gente esperava que iria acontecer em cinco ou seis anos em termos de transformação digital vai ocorrer em dois anos"", avalia.

O...";10/06/2020 15h55
