;titulo;description;data
113;'Pequena Lo': mineira com milhões de seguidores na internet faz parte do Criança Esperança 2020;".../Arquivo pessoal
Fama, anos depois...
E em 2020, agora com cerca de três milhões de seguidores somando as plataformas digitais... — ... transformados em conteúdo de humor.
“Eu falo sobre a minha vida, é quase um livro aberto. Meus seguidores são quase uma família...";há 5 dias
114;Produtor rural está conectado ao meio digital;Assista a seguir.;27/09/2020 08h00
115;'Sem wi-fi': pandemia cria novo símbolo de desigualdade na educação;"... a desigualdade de acesso à tecnologia, à conectividade e à informação no país.
'Mais vulneráveis ficam para trás'
""O abismo digital, que já... — ... combinar atividades digitais com materiais físicos, para minimizar a dependência da conexão com a internet. O Unicef...";há 1 dia
116;Eleições 2020: os planos dos candidatos a prefeito de São Luís para a Saúde;"..."" que traz como ações principais descentralizar a marcação de consultas e exames via plataformas digitais e agências de atendimento... — ... para realização de consultas e exames básicos; a transformação dos hospitais municipais em hospitais universitários, numa parceria...";há 3 dias
117;Sol Nascente tem rápida transformação e comércio variado;A administração afirma que são 15 mil estabelecimentos na cidade e faz promessas de melhorias para a região.;22/09/2020 20h49
118;Jovem empreendedora vende roupas pela internet e aposta na personalização para atrair clientes;"... muito a ensinar aos empreendedores que ainda precisam se adaptar à transformação digital. Letícia Vaz, uma jovem empreendedora no... — ... Falcão, especialista em marketing digital e gestão de serviços.
Com esse conhecimento, você parte para o segundo passo, conhecido...";06/09/2020 11h03
119;Amigos e familiares de empresário morto por digital influencer na Bahia protestam 14 dias após acusado ser solto;"Familiares e amigos de empresário morto por digital influencer em SAJ fazem protesto
Amigos e familiares do empresário Willian... — ... Oliveira, que morreu após ser baleado pelo influenciador digital Iuri Sheik, iniciaram uma manifestação na Avenida San Martins...";há 6 dias
120;Eleições 2020: conheça os planos de governo dos candidatos à Prefeitura de Uberlândia;"... mudar Uberlândia"" e  se apoia na participação popular como forma de promover o desenvolvimento e a transformação da sociedade... — ... através de meios digitais, redução de cargos comissionados e reavaliação da estrutura municipal.
Veja aqui o plano completo...";há 5 dias
121;Alta procura por serviços digitais surpreende tabeliães de cartórios de Pernambuco;"... públicas, inclusive as usadas para receber pensão do INSS.
O e-notariado gera documentos digitais que podem ser acessados na tela... — ... totalmente digitais"", destacou a tabeliã Alda Paes
Reprodução/TV Globo
A procura pelo serviço surpreendeu a tabeliã Alda Paes...";26/09/2020 22h50
122;Quatro em cada cinco cargos de liderança exigem habilidades em inovação e tecnologia, diz estudo;"... habilidades voltadas para a ""transformação digital"". São pessoas que precisam saber desenvolver inovação e tecnologia. 
""A gente... — ... de consciência, enquanto 28% consideram que ""transformação digital"" consiste em investimentos em tecnologia.
A pesquisa mostrou...";01/07/2018 21h22
123;Pai e filho se unem para salvar empresa da família, e faturamento do negócio aumenta em 80%;"... pelas redes sociais, criou logística para separar pedidos e fazer entregas. Resultado da transformação digital liderada pelo Ítalo... — ... digital para dentro da loja, que não tinha qualquer tipo de operação online.
“O meu pai, como não é um grande fã de redes sociais...";09/08/2020 11h18
124;Experiência culinária digital oferece aula com chef renomado;Clientes recebem uma caixa com os ingredientes e cozinham com a ajuda do chef por videoconferência. Serviço foi criado por uma empresa de turismo que precisou se reinventar durante a pandemia.;27/09/2020 07h25
125;Empresa usa tecnologia para atravessar crise e não demite funcionários;"Em um ambiente de retração econômica, como a que estamos vivendo, a transformação digital pode significar a sobrevivência... — ... setor de transformação digital para empresas que vendem pro varejo.
“Muita gente me questiona: ‘eu não posso fazer uma transformação...";02/07/2020 21h01
126;Saiba como fazer um testamento através de plataforma digital;".... 
Segundo o presidente do CNB/RJ, Renato Villarnovo, a plataforma digital passou a ser ""uma ferramenta alternativa em tempos...";24/09/2020 14h59
127;Tecnologia traz soluções para a construção civil e o mercado imobiliário;"... passou pela transformação digital e integrou o sistema de gestão empresarial. Com isso foi possível promover a integração... — Tecnologia de SC traz soluções para a construção civil e o mercado imobiliário
A revolução digital impactou diretamente...";26/07/2020 14h46
128;Empreendedorismo na crise: especialista dá dicas para iniciar um novo negócio na pandemia;"... virou questão de sobrevivência. Ninguém inova sozinho. Inovação só existe com colaboração”, aponta.
Transformação digital... — ... e até contas bancárias serem invadidas. 
Transformação digital não é só a mudança de um sistema na área de TI, mas, sim, mudança...";26/08/2020 16h47
129;Detran-RJ lança cartilha digital para motociclistas profissionais;... e maior demanda para os serviços delivery, o Detran-RJ lança nesta sexta-feira (25), Dia Nacional do Trânsito, uma cartilha digital...;25/09/2020 20h29
130;Unilever e B2W Digital abrem programas de estágio e trainee;"As empresas Unilever e B2W Digital estão com inscrições abertas para programas de estágio e trainee. Veja abaixo os detalhes... — ... (trainees) de 2021. Como nos anos anteriores, não há exigência por áreas de formação específicas ou segundo idioma.  
B2W Digital 
Foram...";23/09/2020 18h54
131;Alunos e professor lançam livro digital com sete tipos de solos encontrados em Cruzeiro do Sul (AC);... Federal do Acre (Ufac), Campus Floresta, em Cruzeiro do Sul, lançaram, no início do mês, um livro digital com sete tipos de solos...;27/09/2020 21h20
132;Startups de AL podem se inscrever em programa de aceleração de tecnologias digitais para combate à Covid-19;... combate aos mais diversos impactos negativos do coronavírus, e nosso objetivo é acelerar a transformação digital necessária para... — ... preparados. As mudanças foram exponenciais e a tecnologia também o terá de ser. As soluções digitais terão um papel fundamental no...;19/07/2020 13h19
133;'Agora é Assim?': Uso da internet e qualidade de celulares e computadores devem melhorar pós-pandemia, dizem especialistas;"'Agora é assim?' Como será a vida digital após a pandemia?
O advogado especializado em direito digital Ronaldo Lemos e a co... — ... na inovação e na vida digital dos brasileiros. 
Segundo os especialistas, a relação com a tecnologia mudou definitivamente...";23/08/2020 09h00
134;"19 empresas abrem vagas de emprego no país; veja lista";..., de soluções Business to Business (B2B) para transformação digital dos negócios,  está com 50 vagas abertas que incluem as unidades... — As empresas MadeiraMadeira, Movile, Lalamove, Pipo Saúde, dti digital, HELPIE, Winnin, Elephant Skin, Contraktor, Contabilizei...;31/08/2020 19h27
135;PIX: é preciso ser cliente de banco ou não?;..., conta poupança ou uma carteira digital com cadastro no PIX. A opção estará dentro do aplicativo bancário e no internet banking... — ... de pagamentos digitais  como a carteira digital Ame das Americanas, o banco digital BanQi da Via Varejo (dona das Casas Bahia) e a conta...;há 2 dias
136;Multinacional na área de tecnologia abre 60 vagas de estágio para Campinas, São Paulo e Belo Horizonte;..., especializada em transformação digital, abre 60 vagas para programa de estágio. As inscrições vão até dia 19 de setembro e devem ser...;17/09/2018 11h41
137;Veja a íntegra do discurso de Jair Bolsonaro na abertura da 75ª Assembleia Geral da ONU;"... uma tradição protecionista e passa a ter na abertura comercial a ferramenta indispensável de crescimento e transformação.
Reafirmo nosso... — ... elevadas em todas as áreas, desde a regulação financeira até os domínios da segurança digital e da proteção ambiental.
No meu primeiro...";22/09/2020 17h02
138;"Startups oferecem vagas de emprego; veja como concorrer";"... de São Paulo, pessoas de outras regiões podem se candidatar para trabalhar de forma remota. 
Com a transformação digital acelerada... — ...:
A Octadesk, startup que auxilia marcas a venderem e atenderem via canais digitais, está com sete oportunidades para as áreas...";04/09/2020 18h37
139;Programa Faemg digital é lançado para fortalecer agronegócio e economia digital no campo;O programa oferece benefícios para o produtor rural como serviços de saúde, seguros, energia sustentável e conta digital.;27/09/2020 08h00
140;Programa Faemg digital é lançado para fortalecer agronegócio e economia digital no campo;O programa oferece benefícios para o produtor rural como serviços de saúde, seguros, energia sustentável e conta digital.;27/09/2020 08h00
141;"12 empresas abrem vagas de emprego no país; veja lista";".... Com a transformação digital acelerada por conta da crise, a startup definiu não ser mais necessário trabalhar presencialmente... — ... de emprego pelo país
Octadesk
A Octadesk, startup que auxilia marcas a venderem e atenderem via canais digitais, está com sete...";27/08/2020 17h03
142;Detran-RJ prorroga prazo de licenciamento para veículos com finais de placa 0, 1 e 2;"... — seja ele físico, impresso nas unidades do departamento, ou digital, pelo aplicativo.
 Confira o novo calendário:
Finais de placa... — ... já foram emitidos.
CRLV digital vale em todo o país
Reprodução
CRLV digital
O Detran-RJ orienta proprietários de veículos...";há 2 dias
143;Mitos e verdades sobre o termômetro digital;Conheça o que é verdade e o que não é sobre a forma de medição da temperatura de forma digital;22/09/2020 15h31
144;Epic Games contra Apple: por que o jogo 'Fortnite' está desafiando o modelo de negócios da App Store na Justiça;"'Fortnite' pode ser jogado de graça, mas desenvolvedora vende itens digitais adquiridos com créditos. Compra pode ser feita fora... — ... digitais – como as personalizações do ""Fortnite"" – só podem ser adquiridos por intermédio do sistema da Apple.
A fabricante...";15/09/2020 15h40
145;Gigante chinês Alibaba anuncia aumento de 34% nas vendas;"... da transformação digital, acelerada pela pandemia tanto ao nível do consumo como da atividade empresarial"", afirmou, citado no comunicado...";20/08/2020 15h10
146;Mais de 80% dos negócios liderados por mulheres fecharam ou funcionam parcialmente durante a pandemia, diz estudo;"... mundial, que vai fazer mentoria e aceleração de negócios para a transformação digital. No final do processo serão escolhidos 180... — ... digital. 
“Falta habilidade mesmo, técnica, de falar ‘vou transformar a aula que dou aqui pro digital, vou transformar a venda...";31/07/2020 21h47
147;Unidades do Poupatempo em Presidente Prudente e Dracena retomam atendimento presencial a partir de setembro;"... de Trânsito (Detran-SP).
“Desde quando iniciamos esta gestão, temos incessantemente buscado impulsionar a transformação digital no governo... — ... estadual com menos custos, oferecendo serviços públicos nas plataformas digitais de modo simples, intuitivo e acessíveis...";12/08/2020 19h21
148;Expointer Digital começa com drive-thru, tele-entrega e transmissão pela internet no RS;"... Digital vai até o dia 4 de outubro.
Esta é a primeira vez que a maior feira do agronegócio a céu aberto da América Latina...";26/09/2020 14h19
149;Carteira de Estudante no DF será digital e fornecida de graça;"... Rocha (MDB), sancionou lei que altera as normas para a Carteira de Estudante na capital. O documento passa a ser digital... — ...”, ressaltou. 
O distrital explica que a ideia é de que tenha um aplicativo ou uma plataforma digital que cuide da emissão...";23/09/2020 20h55
150;'Agora é Assim?': É possível receber amigos em casa em grupos pequenos e limitados, dizem especialistas;"... da conversa sobre idosos
Live já discutiu mudanças nas casas, entre idosos, na vida digital, na fé, na educação, nos relacionamentos... — ... discutidas as mudanças no dia a dia, as novas formas de trabalho e lazer, a transformação na nossa relação com a tecnologia...";13/09/2020 09h00
151;Evento 'Digital Day' em Juiz de Fora apresenta iniciativas relacionadas ao mundo digital;..., inovação, transformação digital e indústria 4.0, aplicadas a diversos segmentos, sejam eles privados ou públicos...;24/07/2019 14h55
152;Plataforma digital é criada para auxiliar professores nas aulas remotas em Poços de Caldas, MG;"Site é criado para auxiliar professores nas aulas EAD em Poços de Caldas, MG
Tok Digital
A Secretaria de Educação de Poços... — .... Os conteúdos disponibilizados orientam os professores sobre a utilização dos recursos digitais, criação das aulas e como deixá-las...";04/07/2020 15h17
153;Prazo para inscrição de empresas no estande virtual da Expointer Digital é prorrogado;"... para empresas da área de turismo interessadas em participar do estande virtual na Expointer Digital deste ano. 
Para participar... — ... de negócios do Brasil"", explica o titular da Sedetur, Rodrigo Lorenzoni.
A Expointer Digital 2020 começa no sábado (26) e vai até o dia 4...";23/09/2020 08h30
154;Especialista em marketing digital responde dúvidas sobre o comportamento nas redes;Especialista em marketing digital responde dúvidas sobre o comportamento nas redes;24/09/2020 11h14
155;Levantamento traz as 17 profissões mais demandadas no 1º semestre;"..., Rio Grande do Sul e parte do Nordeste, está sendo impactado positivamente pela forte transformação digital de todos os setores... — ... requisitados por segmentos que estão aquecidos.
 Coordenador ou gerente de transformação digital
O que faz: colabora para...";24/08/2018 09h01
156;"Ajuste automático em antena parabólica vai melhorar imagem da TV Digital; saiba o que fazer";"Ajuste em antena parabólica melhora imagem da TV Digital, saiba o que fazer
Telespectadores de Minas Gerais que usam a TV Digital... — ..., sobre a necessidade de ajuste no aparelho.
Ajuste automático vai melhorar qualidade do sinal digital em MG para quem usa parabólica...";25/09/2020 18h52
157;Apiaí abre inscrições de capacitação online e gratuita para empreendedores;... da economia e a transformação digital da região. As inscrições devem ser feitas pela internet ou pelo WhatsApp (15) 99103-1699... — ... de participar em 11 dias de atividades de capacitação totalmente digital. A programação vai acontecer entre os dias 4 e 26 de agosto...;30/07/2020 11h21
158;Exposição Agropecuária de Araguaína será realizada em outubro no formato 100% digital;"Exposição Agropecuária de Araguaína será realizada em outubro em formato 100% digital
Por causa da Covid-19, a Exposição... — ... que o evento será realizado no próximo mês 100% digital.
A organização chegou a cogitar a possibilidade de realizar a festa...";23/09/2020 00h58
159;Empresa de serenatas dá a volta por cima com apresentações online;"..., a estratégia da empresa foi a transformação digital. Com R$ 5 mil eles equiparam um mini estúdio e passaram a oferecer serenatas... — ...”.
A transformação digital fez a empresa recuperar o faturamento pré-pandemia. E os novos formatos garantem 80% disso. O restante continua...";12/07/2020 10h43
160;Empresa de serenatas conquista clientes no Brasil e no exterior ao oferecer apresentações online;"...”.

Como ficar parada não era uma opção, a estratégia da empresa foi a transformação digital
Reprodução/ TV Globo
As serenatas agora... — ... que virar digital”, conta a empresária Maída Novaes.
Maída percebeu que estava na direção certa quando vendeu 100 serenatas online...";16/07/2020 12h44
161;Agora é Assim? As mudanças após a pandemia: PODCAST;"... Saudável
Saúde
Lazer e Cultura
Mercado de Trabalho
Consumo
Infância
Vida Digital
Idosos
Vida em Casa
Novos Hábitos
29 de maio - Vida... — ... em comunidade
Sávio Ladeira/G1
5 de junho - Educação
A educação deve passar por uma transformação para a melhor, resultado da aproximação...";12/09/2020 12h26
162;"Países oferecem vistos para atrair nômades digitais na pandemia; descubra";"... provocada pela falta de turistas. Esses novos esquemas de visto são uma espécie de versão 2.0 do estilo de vida ""nômade digital... — ... digital.
Bermuda é um dos destinos atraentes para americanos
Getty Images
É por isso que opções como trabalhar remotamente...";08/09/2020 19h22
163;Aplicativo da CNH digital vai permitir pagamento de multas com 40% de desconto;"Carteira Digital para veículos - 1º passo
Polícia Civil de Minas Gerais/Divulgação
O aplicativo Carteira Digital de Trânsito (CDT... — ...), que reúne as versões digitais da Carteira Nacional de Habilitação (CNH) e do certificado de registro do veículo (CRLV...";22/09/2020 13h48
164;Estudante de 17 anos cria startup de jogos digitais voltados para facilitar aprendizagem;... um formato de ensino e aprendizagem baseado em jogos digitais. O projeto foi selecionado para ser desenvolvido no Porto Digital, centro... — ... pela mentoria do Mind The Bizz Ressignifica, programa promovido pelo Porto Digital em parceria com a British Council, organização...;25/09/2020 11h58
165;Evento online vai debater tecnologia, inovação e empreendedorismo com participantes de 15 países;"... sobre inovação, novas tecnologias, transformação digital e empreendedorismo.
Fórum Internacional de Tecnologia e Inovação (FITI...";16/08/2020 11h26
166;Promessa do forró, cantor Litto Lins lança single '200% saudade';"...% saudade"". A nova música de trabalho está disponível em todas as plataformas digitais. O artista potiguar também divulgou o clipe oficial...";há 5 dias
167;Empresa ensina marketing digital para ajudar micro e pequenos empresários na pandemia;"Microempresários também apostam no marketing digital para vender na pandemia
Com as medidas de isolamento social para evitar... — ...) decidiu ajudar micro e pequenos empresários com noções de marketing digital para que eles aprendam a usar a tecnologia para manter...";21/05/2020 13h49
168;Influenciador digital Gabriel Lorenzo morre vítima da Covid-19 em Porto Velho;"Digital influencer Gabriel Lorenzo. 
Reprodução/Facebook
O influenciador digital Gabriel Lorenzo, de 21 anos, morreu nesta...";21/09/2020 19h59
169;Terapia online ajuda funcionários em home office a enfrentar o isolamento social;"..., o número saltou para 60 – um aumento de 135%.
“Estamos passando por um processo de transformação digital, onde o ativo das empresas... — ... Danemberg é empresário e tem uma consultoria que ajuda empresas a migrar para o digital. Todos os funcionários estão em homem office e 70...";21/07/2020 22h51
170;'Tecnologia mudou a maneira de fazer negócio', diz especialista;Nesta quarta (5), encontro discute impacto da transformação digital no mundo dos negócios.;05/12/2018 08h15
171;'Aos Olhos de Ernesto', de Ana Luiza Azevedo, estreia em streaming e drive-in;"... que, em meio à pandemia de Covid-19, as salas permanecem fechadas. 
A alternativa foi distribuir o filme em plataformas digitais... — ... de streaming e em drive-ins. 
""Essa transformação já era evidente. Claro que a gente gostaria de manter a exibição do filme em sala...";17/09/2020 21h00
172;'Pedalar é suave': livro digital em homenagem a Raul Aragão ensina valores do ciclismo para crianças;"... Rodas da Paz lança, nesta quinta-feira (24), o livro digital ""Pedalar é Suave"". A obra, voltada para o público infantil, ensina... — ..., o impresso ainda será lançado, explica.
No entanto, o lançamento da obra em formato digital já era um plano da equipe. ""A gente...";24/09/2020 10h45
173;"8 empresas abrem vagas de emprego, trainee e estágio; veja lista";..., em Alphaville (Barueri, SP), nas áreas de Marketing, Comercial, TI, Finanças, Digital, RH e Administrativo, nos Centros... — ... a oportunidade de atuar num projeto estratégico e contribuir com iniciativas para acelerar a transformação da empresa. Já o trainee...;04/09/2020 10h00
174;Saúde mental é principal desafio na adaptação ao home office, diz pesquisa do Porto Digital;"... está passando por um processo de transformação digital forçado. Começamos a usar ferramentas de forma cotidiana, foi forçado... — Pesquisa analisa adptação das empresas do Porto Digital à pademia e saúde mental
Um levantamento feito pelo Porto Digital apontou...";22/05/2020 11h27
175;'Agora é Assim?': É preciso combater preconceito contra idosos após a pandemia, dizem especialistas;".... 
Assista a todos os trechos da conversa sobre idosos
Live já discutiu mudanças na vida digital, na fé, na educação... — .... São discutidas as mudanças no dia a dia, as novas formas de trabalho e lazer, a transformação na nossa relação com a tecnologia...";30/08/2020 09h00
176;Trabalho voluntário pode dar sentido à vida dos idosos na quarentena, diz médico;"... idade. 
“Os 'vô-voluntários' têm a oportunidade de desenvolver novas habilidades, participando ativamente da inclusão digital... — ..., dos novos contextos, da transformação”, diz. “Podem utilizar esse ‘tempo livre’ de maneira produtiva, gerando pertencimento, aumento...";02/09/2020 12h40
177;Associação comercial abre curso gratuito para capacitar empresas e colaboradores de Piracicaba;"... Comercial e Industrial de Piracicaba (Acipi) oferece o curso gratuito “Digital.ME - Transformação empresarial na era digital”. As aulas... — .... 
Serviço
O que: curso “Digital.ME - Transformação empresarial na era digital”
Quando: 20 e 27 de julho, 3, 10, 17, 24 e 31 de agosto...";18/07/2020 11h33
178;Projeto do IFPB vai consertar computadores de estudantes pobres com aulas remotas;... isso. O projeto foi denominado de Balcão da Inclusão Digital Solidária e é uma parceria do Instituto Federal de Educação da Paraíba...;há 4 dias
179;Magazine Luiza vende 27% mais e tem lucro recorde no 3º trimestre;"... e a proximidade da Copa do Mundo trazem um cenário positivo para os próximos trimestres. 
Transformação digital
A companhia diz... — ... que passa por uma ""transformação digital"". Esse projeto já concentra a maior parte dos investimentos da varejista.
A companhia...";31/10/2017 22h09
180;Detran-PR dispensa entrega presencial de laudo de veículos GNV e digitaliza vistoria lacrada;"... também é registrada no banco de dados estadual.
“Neste momento de pandemia, a transformação digital se tornará uma grande aliada... — ... a ser digital com a utilização do aplicativo Vistoria Digital do Detran-PR, que gera o laudo e um ofício com o QR-Code, que pode...";11/07/2020 21h50
181;"Centec abre inscrições para 400 vagas em cursos online gratuitos; veja as áreas";... de marketing digital, e-commerce, cultivo de hortaliças, noções de informática, excelência no atendimento e técnicas do assistente...;há 4 dias
182;Mulheres Empreendedoras de Araraquara realizam 1ª Feira Digital;"Mulheres Empreendedoras de Araraquara realizam 1ª Feira Digital
Grupo MEA
O grupo Mulheres Empreendedoras de Araraquara (MEA... — ...) realiza no sábado (19) a primeira edição da sua 1° Feira Digital, das 11h às 13h. A inscrição deve ser feita pela internet até...";17/09/2020 14h14
183;Programação especial marca a 7ª edição do Programa de Treinamento do Polo Digital de Mogi das Cruzes;"O Polo Digital de Mogi das Cruzes tem uma programação especial para a 7ª edição do Programa de Treinamento, que terá início no... — ... e os interessados devem consultar o site do Polo Digital, pois as datas podem ser alteradas. 
Confira a programação das palestras...";23/09/2020 18h45
184;Serviço de autoleitura da conta de energia é implantado em Noronha;... pensada para facilitar a vida dos nossos clientes alinhada com a nossa estratégia de transformação digital”, informou o gerente... — ... de isolamento social, a autoleitura é mais um serviço digital oferecido, que possibilita ao cliente, que possui um imóvel fechado...;30/07/2020 00h59
185;Uso do termômetro digital não causa prejuízo para a saúde;É falsa a informação de que o uso do aparelho provoca danos na produção de hormônios.;21/09/2020 14h35
186;Diploma Digital: Conheça o novo modelo testado na UFSC;"... processo de transformação digital. Então todas as instituições que estão migrando o processo do papel, um processo físico para o meio... — UFSC utiliza diploma digital que deve servir de modelo para outras instituições
A implementação do novo formato de diploma...";22/03/2020 18h25
187;Influenciador digital morre em acidente com moto aquática em Campos;Thiago Manoel morreu em um acidente na Lagoa de Cima, em Campos dos Goytacazes, Segundo informações, a moto aquática em que o inflienciador estava se chocou com outro veículo durante passeio.;21/09/2020 08h15
188;Enem 2020: Candidatos deverão cadastrar foto da inscrição até esta quinta, 1 de outubro;"... de inscritos. Segundo o Inep, 5,7 milhões de farão a prova impressa e 96 mil, a prova digital. 
É a primeira edição do Enem que oferece... — ... as duas modalidades de provas. A ideia do Ministério da Educação (MEC) é tornar o Enem totalmente digital até 2026.
Marcado para...";há 3 dias
189;'Agora é assim?': Aumento de reformas e troca de casas serão reflexo da quarentena, dizem especialistas;"... mudanças na vida digital, na fé, na educação, nos relacionamentos, na economia, no turismo, na ciência, na vida saudável, no trabalho... — ... e lazer, a transformação na nossa relação com a tecnologia, entre outros temas. A live vai ao ar todas as sextas.
Dessa vez...";06/09/2020 09h00
190;LGPD: Cresce número de especializações em segurança digital;Com entrada em vigor da LGPD, especialistas ampliam investimentos.;21/09/2020 10h23
191;Sebrae AL realiza evento online sobre educação remota durante a pandemia;"... das competências gerais previstas na BNCC, a partir de um olhar para a transformação digital”.
Terça-feira (21):  “Saúde mental para educadores... — ... enfrentados pelos professores são, principalmente, a dificuldade de dar aulas online, por não conhecerem bem as ferramentas digitais...";08/07/2020 12h28
192;UFS divulga resultado dos editais de seleção para o Plano Especial de Inclusão Digital;"Andrew Brookes/Cultura Creative/AFP/Arquivo
A Universidade Federal de Sergipe (UFS) divulgou nesta sexta-feira (18) o resultado final dos editais para garantir a estudantes em situação de vulnerabilidade social os meios necessários para que eles possam partic...";19/09/2020 15h07
193;Guedes anuncia pedidos de demissão de dois secretários e vê 'debandada' na Economia;"... e Privatização, Salim Mattar, e de Desburocratização, Gestão e Governo Digital, Paulo Uebel, pediram demissão nesta terça-feira (11... — .... Nossa proposta foi de transformação do estado. Então, nós vamos tentar e vamos correr até conseguir"", declarou. 
No caso de Paulo...";12/08/2020 00h32
194;Serviço de psicólogo online cresce com a manutenção do home office;... pessoal. Dois anos depois, passou a atender também o mercado corporativo. “Estamos passando por processo de transformação digital... — ... e tem uma consultoria que ajuda empresas a migrar para o digital. Todos funcionários estão em homem office e 70% já usam o serviço...;19/07/2020 10h22
195;Marca de jogos educativos aumenta vendas com pagamento digital;A empresária Liziane Grandi vende os produtos pelas redes sociais e recebia via transferência bancária. Em maio, começou a usar o Cielo Superlink e se surpreendeu quando as vendas subiram 50%.;20/09/2020 08h03
196;TJPE lança plataforma digital;Nela os cidadão podem registrar queixas online;14/09/2020 20h13
197;Novo mercado de trabalho exige domínio das ferramentas digitais;..., as transformações vieram para ficar e, neste cenário, o trabalhador do futuro precisa estar capacitado para lidar com as novas ferramentas digitais....;27/08/2020 20h48
198;Caixa cobra tarifa de Poupança Digital;Caixa cobra tarifa de Poupança Digital;17/09/2020 13h06
199;Abertas inscrições para curso gratuito de tecnologia digital em Volta Redonda;"Estão abertas as inscrições para cursos online gratuitos de tecnologia digital em Volta Redonda, no Sul do Rio de Janeiro. Podem... — ... a lista de cursos: 
Introdução ao mundo digital
Gestão de projetos e aplicativos de impacto
Aprendendo a programar
Tecnologias...";14/04/2020 16h52
200;Moradora de Botafogo registra transformação do Mirante do Pasmado após desmatamento;Moradora de Botafogo registra transformação do Mirante do Pasmado após desmatamento.;09/09/2020 20h37
201;Santander anuncia compra de 60% da Toro Investimentos e fusão com a Pi para formar nova plataforma;"Grupo Santander pretende criar uma das maiores plataformas de investimentos 100% digital 
Luke MacGregor/Reuters
O Grupo... — ... de investimentos 100% digital, com oferta de mais de 240 produtos de renda fixa. 
Além de somar as carteiras de clientes, a nova empresa...";há 5 dias
202;Festival exibe jogos digitais voltados à transformação social em SP;O Brasil recebe, pela primeira vez, os jogos digitais que proporcionam ao jogador mudar uma realidade social...;09/12/2011 12h55
203;Festa do Morango ganha formato digital;Teve início na segunda-feira (14/09), em formato digital, a 25ª edição da Festa do Morango de Brazlândia.;16/09/2020 19h44
204;Conheça o projeto Ensilagem que oferece conteúdo virtual sobre nutrição animal;"... são disponibilizados em um canal por plataforma digital com o perfil de ""Mundo da Ensilagem""
Rondônia Rural / reprodução 
Diante... — ... disponibilizados em plataforma digital e também em aplicativo para celular.  
O segundo episódio da série será exibido no programa Rondônia Rural no próximo domingo (11). 
Veja mais vídeos do Rondônia Rural ...";há 4 horas
205;Iniciativas de apoio ajudam mulheres empreendedoras afetadas pela pandemia;"... negócios completamente offline e durante a pandemia foi preciso ser um pouco mais digital. 
“Falta habilidade mesmo, técnica, de falar... — ... ‘vou transformar a aula que dou aqui pro digital, vou transformar a venda do que eu faço aqui pra onde’”, afirma Dani Junco...";26/07/2020 11h14
206;UFRR lança edital para segunda chamada de auxílio inclusão digital em RR;"... a segunda chamada do auxílio inclusão digital, na modalidade de aquisição de equipamento eletrônico. 
As inscrições seguem até  sexta...";17/09/2020 17h29
207;Influenciador digital Thiago Manoel morre após acidente com moto aquática em Campos, no RJ;"Thiago Manoel morreu aos 28 anos. Jovem era influenciador digital e tinha mais de 60 mil seguidores nas redes sociais
Reprodução... — ...  
O influenciador digital Thiago Manoel, de 28 anos, morreu na tarde deste sábado (20), após acidente quando pilotava moto...";21/09/2020 12h10
208;Aulas virtuais: IFRN abre inscrição de estudantes para auxílio de inclusão digital;"IFRN Natal
Alberto Leandro/Arquivo Tribuna do Norte
O IFRN abriu, nesta quinta-feira (17), as inscrições para estudantes da instituição buscarem acesso aos auxílios e ações emergenciais de assistência estudantil para o ensino remoto. Os contemplados receberão ...";17/09/2020 13h42
209;Sala de inclusão digital para catadores de recicláveis é inaugurada em Uberlândia;O Rotary Club Cidade Jardim inaugurou uma sala de inclusão digital na Associação de Recicladores e Catadores Anônimos (Arca...;17/09/2020 17h19
210;"12 empresas e Prefeitura de SP selecionam para vagas de emprego; veja lista";"... de transformação digital com foco em corporações de grande porte está com 10 vagas abertas. Entre elas para: estagiário de mídia, designer... — ... Tecnologia, Design, Business Intelligence, Marketing de Performance, Produtos Digitais e Sinistros (veja abaixo).
As oportunidades são...";18/08/2020 09h01
211;Prefeitura de SP e duas empresas selecionam para 500 vagas de emprego;"... vagas para as unidades de negócios de Digital Business, que tem como foco a transformação digital. Posições de desenvolvedor... — ... para o mercado digital. Os interessados podem acessar as vagas disponíveis no site da Tivit .
Icatu Seguros
A Icatu Seguros iniciou...";20/07/2020 16h54
212;Marketing digital impulsiona marca de sapatos artesanais durante a crise;"Marketing digital impulsiona marca de sapatos artesanais durante a crise
A dona de uma marca de calçados femininos artesanais... — ... enfrentou a crise e recuperou o faturamento da empresa. A estratégia dela foi o marketing digital. Priscilla Whitaker investe no...";13/09/2020 11h08
213;Semana do empoderamento digital: 35% dos brasileiros ainda não têm acesso à internet;O empoderamento digital quer que todos estejam conectados com a tecnologia como forma de transformação e informação. Seja numa...;28/03/2019 13h42
214;"Faculdade promove Feira de Capacitação Digital gratuita de 13 a 18 de abril; saiba como participar";"..., publicitária e MBA em Comunicação Corporativa;
17/04, sexta-feira, às 19h30: ‘Transformação digital: O que é e quais os seus impactos... — ...) a Faculdade Pitágoras de Santarém, no oeste do Pará, realizará a primeira edição da Feira de Capacitação Digital, evento com seis...";11/04/2020 12h33
